,Name,Age,#days,Lev,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS
594,Charlie Morton,35,110,MLB-AL,Tampa Bay,1,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0
595,Mike Moustakas,30,0,MLB-NL,Milwaukee,122,516,465,71,122,28,1,31,76,44,4,85,6,0,1,11,3,0,0.262,0.33299999999999996,0.527,0.86
596,Cedric Mullins,24,133,MLB-AL,Baltimore,22,74,64,7,6,0,2,0,4,4,0,14,3,2,1,2,1,0,0.094,0.18100000000000002,0.156,0.337
597,Max Muncy,28,4,MLB-NL,Los Angeles,129,534,442,89,112,19,1,33,87,82,1,134,6,0,4,5,4,1,0.253,0.375,0.525,0.899
599,Yairo Munoz,24,0,MLB-NL,St. Louis,79,171,164,20,44,7,1,2,13,5,0,34,1,0,1,4,7,2,0.268,0.292,0.36,0.652
600,Daniel Murphy,34,0,MLB-NL,Colorado,110,415,378,49,106,30,1,12,70,29,0,63,2,0,4,8,1,0,0.28,0.332,0.46,0.792
601,John Ryan Murphy,28,102,MLB-NL,Arizona,25,69,62,9,11,3,0,4,7,6,0,28,0,1,0,0,0,0,0.177,0.25,0.419,0.669
602,Tom Murphy,28,0,MLB-AL,Seattle,61,223,211,27,60,12,1,17,36,10,0,77,1,0,1,0,2,0,0.284,0.318,0.5920000000000001,0.9109999999999999
603,Joe Musgrove,26,0,MLB-NL,Pittsburgh,38,55,46,6,6,1,0,0,2,2,0,18,0,7,0,0,0,0,0.13,0.16699999999999998,0.152,0.319
604,Wil Myers,28,0,MLB-NL,San Diego,131,409,362,51,81,17,0,15,42,44,0,143,2,1,0,11,12,6,0.22399999999999998,0.311,0.395,0.706
605,Tyler Naquin,28,2,MLB-AL,Cleveland,89,294,274,34,79,19,0,10,34,14,2,66,2,2,2,8,4,1,0.28800000000000003,0.325,0.467,0.792
606,Omar Narvaez,27,0,MLB-AL,Seattle,112,422,373,58,105,10,0,19,49,42,1,79,4,0,3,5,0,0,0.282,0.358,0.461,0.8190000000000001
607,Josh Naylor,22,0,MLB-NL,San Diego,70,206,189,22,49,11,0,7,28,16,1,45,0,0,1,3,1,0,0.259,0.316,0.429,0.7440000000000001
608,Kristopher Negron,33,0,"MLB-AL,MLB-NL","Seattle,Los Angeles",28,72,67,11,16,0,0,2,8,5,1,25,0,0,0,1,1,0,0.239,0.292,0.32799999999999996,0.62
609,Jimmy Nelson,30,73,MLB-NL,Milwaukee,2,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0
610,Hector Neris,30,0,MLB-NL,Philadelphia,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
611,Sheldon Neuse,24,0,MLB-AL,Oakland,3,13,10,0,1,1,0,0,2,3,0,5,0,0,0,0,0,0,0.1,0.308,0.2,0.508
612,Sean Newcomb,26,15,MLB-NL,Atlanta,5,8,8,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0.0,0.0,0.0,0.0
613,Kevin Newman,25,1,MLB-NL,Pittsburgh,107,433,402,47,126,16,4,10,52,23,2,50,5,2,1,4,13,6,0.313,0.35700000000000004,0.44799999999999995,0.805
614,Juan Nicasio,32,135,MLB-NL,Philadelphia,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
615,Tomas Nido,25,9,MLB-NL,New York,39,122,116,7,24,5,0,3,13,5,1,30,0,1,0,3,0,0,0.207,0.24,0.32799999999999996,0.5670000000000001
616,Brandon Nimmo,26,0,MLB-NL,New York,44,162,130,21,26,7,0,3,14,27,1,48,3,1,1,1,1,0,0.2,0.348,0.32299999999999995,0.6709999999999999
617,Hector Noesi,32,15,MLB-NL,Miami,3,5,4,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0.25,0.25,0.25,0.5
618,Aaron Nola,26,2,MLB-NL,Philadelphia,27,62,51,6,5,1,0,0,2,6,0,30,0,5,0,0,0,0,0.098,0.193,0.11800000000000001,0.311
619,Austin Nola,29,0,MLB-AL,Seattle,57,180,163,25,44,8,1,7,18,12,1,41,3,1,1,4,0,0,0.27,0.33,0.46,0.79
620,Jake Noll,25,116,MLB-NL,Washington,8,13,12,1,2,1,0,0,2,1,0,4,0,0,0,0,0,0,0.16699999999999998,0.231,0.25,0.48100000000000004
621,Daniel Norris,26,75,MLB-AL,Detroit,4,6,6,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0.16699999999999998,0.16699999999999998,0.16699999999999998,0.33299999999999996
622,Jacob Nottingham,24,92,MLB-NL,Milwaukee,6,5,5,1,2,0,0,1,4,0,0,2,0,0,0,0,0,0,0.4,0.4,1.0,1.4
623,Ivan Nova,32,2,MLB-AL,Chicago,3,5,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0
625,Dom Nunez,24,1,MLB-NL,Colorado,8,26,23,2,4,2,0,1,2,2,0,9,0,0,1,0,0,0,0.174,0.231,0.391,0.622
626,Eduardo Nunez,32,49,MLB-AL,Boston,60,174,167,13,38,7,0,2,20,4,0,27,0,1,2,6,5,1,0.228,0.243,0.305,0.5479999999999999
627,Renato Nunez,25,0,MLB-AL,Baltimore,129,519,469,66,116,22,0,28,79,40,1,120,7,0,3,8,1,1,0.247,0.314,0.473,0.787
628,Peter O'Brien,28,115,MLB-NL,Miami,14,47,42,2,7,1,0,1,4,4,0,19,1,0,0,2,1,0,0.16699999999999998,0.255,0.262,0.517
629,Brian O'Grady,27,9,MLB-NL,Cincinnati,10,12,12,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0.083,0.083,0.083,0.16699999999999998
630,Ryan O'Hearn,25,0,MLB-AL,Kansas City,84,313,275,27,51,9,1,10,27,36,1,80,1,0,1,7,0,1,0.185,0.281,0.335,0.616
631,Tyler O'Neill,24,0,MLB-NL,St. Louis,50,142,134,15,36,5,0,5,16,8,0,49,0,0,0,3,1,0,0.26899999999999996,0.31,0.418,0.728
632,Scott Oberg,29,79,MLB-NL,Colorado,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
633,Rougned Odor,25,0,MLB-AL,Texas,122,487,438,59,85,24,1,21,70,43,2,152,4,1,1,4,8,8,0.19399999999999998,0.272,0.397,0.669
634,Jake Odorizzi,29,33,MLB-AL,Minnesota,2,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0
635,Shohei Ohtani,24,0,MLB-AL,Los Angeles,98,392,353,48,102,17,4,16,54,32,1,95,2,0,4,5,11,2,0.289,0.348,0.496,0.8440000000000001
636,Matt Olson,25,0,MLB-AL,Oakland,103,439,387,56,104,20,0,28,69,40,5,107,11,0,1,8,0,0,0.26899999999999996,0.353,0.537,0.8909999999999999
637,Rafael Ortega,28,0,MLB-NL,Atlanta,15,53,49,5,12,2,0,1,7,4,0,10,0,0,0,0,1,0,0.245,0.302,0.34700000000000003,0.649
638,Josh Osich,30,1,MLB-AL,Chicago,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,
639,Jose Osuna,26,0,MLB-NL,Pittsburgh,70,182,167,28,47,15,0,10,31,11,0,33,1,0,2,4,0,0,0.281,0.326,0.551,0.877
640,Corey Oswalt,25,128,MLB-NL,New York,2,3,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0.0,0.0,0.0,0.0
641,Chris Owings,27,5,MLB-AL,"Boston,Kansas City",50,163,151,11,19,5,1,2,11,10,0,64,2,0,0,2,4,1,0.126,0.19,0.212,0.402
642,Marcell Ozuna,28,0,MLB-NL,St. Louis,105,436,389,68,102,20,1,24,77,45,2,91,1,0,1,15,12,1,0.262,0.33899999999999997,0.504,0.843
643,Chris Paddack,23,3,MLB-NL,San Diego,21,40,36,3,4,0,0,0,2,0,0,15,0,4,0,0,0,0,0.111,0.111,0.111,0.222
644,Emilio Pagan,28,109,MLB-AL,Tampa Bay,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
645,Daniel Palka,27,59,MLB-AL,Chicago,17,52,45,0,1,0,0,0,2,6,0,18,1,0,0,2,0,0,0.022000000000000002,0.154,0.022000000000000002,0.17600000000000002
646,Joe Panik,28,0,MLB-NL,"San Francisco,New York",124,462,412,46,99,20,2,3,34,40,2,46,4,2,4,5,4,1,0.24,0.311,0.32,0.631
647,Jarrett Parker,30,56,MLB-AL,Los Angeles,5,15,12,1,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0.0,0.2,0.0,0.2
648,Gerardo Parra,32,0,MLB-NL,"Washington,San Francisco",103,266,243,33,55,12,1,7,37,16,2,52,5,1,1,6,8,2,0.226,0.287,0.37,0.657
649,Wes Parsons,26,1,MLB-NL,"Colorado,Atlanta",2,3,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0.0,0.33299999999999996,0.0,0.33299999999999996
651,James Paxton,30,9,MLB-AL,New York,3,8,5,0,0,0,0,0,1,0,0,5,0,3,0,0,0,0,0.0,0.0,0.0,0.0
652,Pedro Payano,24,22,MLB-AL,Texas,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
653,Steve Pearce,36,93,MLB-AL,Boston,29,99,89,9,16,4,0,1,9,7,0,31,1,0,1,5,0,0,0.18,0.245,0.258,0.503
654,Joc Pederson,27,0,MLB-NL,Los Angeles,127,445,390,66,92,12,3,28,59,43,2,99,11,0,1,4,1,0,0.23600000000000002,0.32799999999999996,0.49700000000000005,0.826
655,Dustin Pedroia,35,137,MLB-AL,Boston,6,21,20,1,2,0,0,0,1,1,0,2,0,0,0,2,0,0,0.1,0.14300000000000002,0.1,0.243
656,Felix Pena,29,40,MLB-AL,Los Angeles,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
657,Hunter Pence,36,10,MLB-AL,Texas,83,316,286,53,85,17,1,18,59,26,0,69,2,0,2,2,6,1,0.297,0.358,0.552,0.91
658,David Peralta,31,9,MLB-NL,Arizona,99,423,382,48,105,29,3,12,57,35,3,87,5,0,1,9,0,0,0.275,0.34299999999999997,0.461,0.804
659,Freddy Peralta,23,41,MLB-NL,Milwaukee,10,15,14,1,2,0,0,0,1,0,0,6,0,1,0,0,0,0,0.14300000000000002,0.14300000000000002,0.14300000000000002,0.28600000000000003
660,Jose Peraza,25,7,MLB-NL,Cincinnati,116,336,313,31,74,12,2,6,33,13,0,53,8,0,2,9,5,5,0.23600000000000002,0.28300000000000003,0.345,0.628
661,Luis Perdomo,26,4,MLB-NL,San Diego,7,7,7,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0.14300000000000002,0.14300000000000002,0.14300000000000002,0.28600000000000003
662,Hernan Perez,28,0,MLB-NL,Milwaukee,73,197,185,24,45,9,0,5,12,10,0,52,0,1,1,8,4,1,0.243,0.281,0.373,0.654
663,Martin Perez,28,19,MLB-AL,Minnesota,2,3,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0
664,Michael Perez,26,120,MLB-AL,Tampa Bay,15,46,39,6,10,5,0,0,2,6,0,15,1,0,0,0,0,0,0.256,0.37,0.385,0.754
665,Roberto Perez,30,1,MLB-AL,Cleveland,100,381,328,39,72,8,1,21,50,41,1,110,2,6,4,9,0,0,0.22,0.307,0.442,0.7490000000000001
666,Dustin Peterson,24,126,MLB-AL,Detroit,17,47,44,3,10,4,0,0,6,2,0,14,1,0,0,1,1,0,0.22699999999999998,0.27699999999999997,0.318,0.595
667,Jace Peterson,29,0,MLB-AL,Baltimore,29,108,100,14,22,3,1,2,11,6,0,24,1,0,1,1,4,1,0.22,0.26899999999999996,0.33,0.599
668,Yusmeiro Petit,34,119,MLB-AL,Oakland,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
669,Tommy Pham,31,0,MLB-AL,Tampa Bay,124,561,482,65,132,27,2,20,58,74,4,106,4,0,1,19,17,1,0.27399999999999997,0.374,0.46299999999999997,0.8370000000000001
670,Josh Phegley,31,0,MLB-AL,Oakland,94,304,278,40,69,17,0,10,53,13,0,51,6,2,5,9,0,1,0.248,0.29100000000000004,0.41700000000000004,0.7090000000000001
671,Brett Phillips,25,0,MLB-AL,Kansas City,13,40,32,4,6,1,0,1,4,6,0,9,0,1,1,0,2,0,0.188,0.308,0.313,0.62
672,Kevin Pillar,30,0,"MLB-NL,MLB-AL","San Francisco,Toronto",136,539,511,72,133,35,2,20,76,14,4,78,8,0,6,14,11,5,0.26,0.28800000000000003,0.45399999999999996,0.742
673,Manny Pina,32,0,MLB-NL,Milwaukee,67,162,146,10,34,7,0,7,22,13,1,46,3,0,0,1,0,0,0.233,0.309,0.425,0.733
674,Chad Pinder,27,0,MLB-AL,Oakland,105,313,287,37,68,18,0,11,41,17,0,71,5,1,3,11,0,1,0.237,0.28800000000000003,0.415,0.703
675,Michael Pineda,30,31,MLB-AL,Minnesota,2,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
677,Jose Pirela,29,134,MLB-NL,San Diego,2,5,5,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0.0,0.0,0.0,0.0
678,Stephen Piscotty,28,8,MLB-AL,Oakland,92,389,353,46,89,17,1,13,44,29,0,83,3,1,3,13,2,0,0.252,0.312,0.41600000000000004,0.728
679,Nick Pivetta,26,9,MLB-NL,Philadelphia,13,26,25,1,2,0,0,0,0,0,0,19,0,1,0,0,0,0,0.08,0.08,0.08,0.16
680,Kevin Plawecki,28,0,MLB-AL,Cleveland,51,152,138,12,30,8,0,3,15,10,0,27,3,0,1,4,0,0,0.217,0.28300000000000003,0.341,0.623
681,Adam Plutko,27,11,MLB-AL,Cleveland,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
682,Gregory Polanco,27,77,MLB-NL,Pittsburgh,42,167,153,23,37,8,1,6,17,12,1,49,1,0,0,4,3,1,0.242,0.301,0.425,0.726
683,Jorge Polanco,25,0,MLB-AL,Minnesota,130,607,543,91,164,34,6,20,69,54,2,96,4,1,5,9,4,3,0.302,0.366,0.49700000000000005,0.8640000000000001
684,A.J. Pollock,31,0,MLB-NL,Los Angeles,67,265,237,39,63,12,1,10,35,20,1,57,4,0,4,5,3,1,0.266,0.32799999999999996,0.451,0.78
685,Drew Pomeranz,30,25,MLB-NL,"San Francisco,Milwaukee",15,20,19,0,0,0,0,0,0,0,0,13,0,1,0,1,0,0,0.0,0.0,0.0,0.0
686,Daniel Ponce de Leon,27,0,MLB-NL,St. Louis,8,12,9,0,0,0,0,0,0,1,0,4,0,2,0,0,0,0,0.0,0.1,0.0,0.1
687,Rick Porcello,30,5,MLB-AL,Boston,2,4,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0
688,Buster Posey,32,1,MLB-NL,San Francisco,100,389,354,38,89,24,0,6,35,30,0,62,4,0,1,15,0,0,0.251,0.316,0.37,0.6859999999999999
689,Martin Prado,35,0,MLB-NL,Miami,82,219,207,21,49,8,0,1,14,9,0,35,0,0,3,6,0,0,0.237,0.265,0.29,0.555
690,David Price,33,148,MLB-AL,Boston,1,2,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.5,0.5,0.5,1.0
691,Jurickson Profar,26,0,MLB-AL,Oakland,117,441,393,57,84,21,1,18,59,38,2,67,8,0,2,12,7,1,0.214,0.295,0.41,0.7040000000000001
692,Austin Pruitt,29,20,MLB-AL,Tampa Bay,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
693,Cesar Puello,28,28,"MLB-NL,MLB-AL","Miami,Los Angeles",44,147,125,14,31,5,0,4,18,10,1,38,11,1,0,2,0,0,0.248,0.35600000000000004,0.384,0.74
694,Yasiel Puig,28,0,"MLB-NL,MLB-AL","Cincinnati,Cleveland",127,518,476,63,120,22,2,24,73,33,1,115,6,0,3,12,16,7,0.252,0.307,0.45799999999999996,0.765
695,Albert Pujols,39,0,MLB-AL,Los Angeles,109,454,408,47,103,18,0,20,83,36,1,58,3,0,7,17,1,0,0.252,0.313,0.444,0.7559999999999999
696,Cal Quantrill,24,5,MLB-NL,San Diego,14,25,21,1,2,0,0,0,1,1,0,6,0,3,0,0,0,1,0.095,0.136,0.095,0.23199999999999998
697,Jose Quijada,23,35,MLB-NL,Miami,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
698,Roman Quinn,26,16,MLB-NL,Philadelphia,44,123,109,18,23,3,1,4,11,12,0,35,1,1,0,2,8,0,0.21100000000000002,0.295,0.36700000000000005,0.662
699,Jose Quintana,30,2,MLB-NL,Chicago,26,57,48,2,4,1,0,0,3,0,0,25,0,9,0,1,0,0,0.083,0.083,0.10400000000000001,0.187
700,Tanner Rainey,26,15,MLB-NL,Washington,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
701,Hanley Ramirez,35,137,MLB-AL,Cleveland,16,57,49,4,9,1,0,2,8,8,0,17,0,0,0,2,0,0,0.184,0.298,0.327,0.625
703,Harold Ramirez,24,0,MLB-NL,Miami,94,359,341,45,92,17,1,9,42,13,1,77,4,0,1,8,2,0,0.27,0.304,0.405,0.708
704,Jose Ramirez,26,8,MLB-AL,Cleveland,126,532,473,65,120,33,3,20,75,51,3,73,2,0,6,8,24,4,0.254,0.325,0.46299999999999997,0.7879999999999999
705,Nick Ramirez,29,74,MLB-AL,Detroit,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
706,Yefry Ramirez,25,4,MLB-NL,Pittsburgh,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
707,Wilson Ramos,31,0,MLB-NL,New York,121,451,409,46,122,14,0,13,66,38,5,57,2,0,2,14,1,0,0.298,0.359,0.428,0.787
708,Rangel Ravelo,27,0,MLB-NL,St. Louis,15,23,22,0,4,2,0,0,1,1,0,9,0,0,0,1,0,0,0.182,0.217,0.273,0.49
709,Robbie Ray,27,1,MLB-NL,Arizona,25,50,46,0,3,0,0,0,3,0,0,21,0,4,0,2,0,0,0.065,0.065,0.065,0.13
710,Raudy Read,25,0,MLB-NL,Washington,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
711,J.T. Realmuto,28,0,MLB-NL,Philadelphia,129,523,475,81,130,32,2,20,71,38,2,113,3,0,7,10,7,1,0.27399999999999997,0.327,0.47600000000000003,0.8029999999999999
712,Josh Reddick,32,0,MLB-AL,Houston,122,487,443,48,117,16,3,10,44,32,1,55,0,1,8,9,4,2,0.264,0.308,0.381,0.69
713,AJ Reed,26,31,MLB-AL,Chicago,14,49,44,1,6,0,0,1,4,4,0,21,0,0,1,1,0,0,0.136,0.204,0.205,0.409
714,Cody Reed,26,120,MLB-NL,Cincinnati,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
715,Michael Reed,26,153,MLB-NL,San Francisco,4,8,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0
716,Sean Reid-Foley,23,12,MLB-AL,Toronto,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
717,Anthony Rendon,29,0,MLB-NL,Washington,121,535,460,102,155,37,3,32,111,56,7,74,12,0,7,10,3,1,0.337,0.41700000000000004,0.639,1.056
718,Hunter Renfroe,27,0,MLB-NL,San Diego,125,450,404,59,91,19,1,31,62,39,1,138,1,0,6,6,4,0,0.225,0.29100000000000004,0.507,0.799
719,Luis Rengifo,22,0,MLB-AL,Los Angeles,96,369,323,42,79,18,3,6,31,37,0,78,5,1,3,6,1,5,0.245,0.32899999999999996,0.375,0.703
720,Franmil Reyes,23,0,"MLB-NL,MLB-AL","San Diego,Cleveland",128,461,416,54,103,13,0,33,63,39,1,127,0,0,6,14,0,0,0.248,0.308,0.517,0.825
721,Gerardo Reyes,26,116,MLB-NL,San Diego,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
722,Pablo Reyes,25,1,MLB-NL,Pittsburgh,49,91,85,10,15,2,0,2,10,5,0,23,1,0,0,0,1,1,0.17600000000000002,0.231,0.271,0.501
723,Victor Reyes,24,0,MLB-AL,Detroit,44,182,173,21,51,9,3,1,13,9,0,40,0,0,0,5,4,2,0.295,0.33,0.39899999999999997,0.7290000000000001
724,Bryan Reynolds,24,0,MLB-NL,Pittsburgh,114,460,409,74,137,32,3,14,60,42,0,100,6,0,3,9,2,0,0.335,0.402,0.531,0.9329999999999999
725,Mark Reynolds,35,44,MLB-NL,Colorado,78,162,135,13,23,7,0,4,20,22,0,57,2,0,3,3,2,0,0.17,0.29,0.311,0.601
726,Trevor Richards,26,46,MLB-NL,Miami,19,34,30,2,3,0,0,0,0,2,0,18,0,2,0,0,0,0,0.1,0.156,0.1,0.256
727,Joey Rickard,28,0,"MLB-AL,MLB-NL","Baltimore,San Francisco",53,162,142,13,31,8,2,3,8,17,1,38,3,0,0,0,3,2,0.218,0.315,0.366,0.6809999999999999
729,JT Riddle,27,46,MLB-NL,Miami,51,139,132,15,25,6,0,6,12,5,1,42,2,0,0,3,0,0,0.18899999999999997,0.23,0.371,0.601
730,Austin Riley,22,28,MLB-NL,Atlanta,66,255,236,38,57,9,1,17,45,13,3,90,5,0,1,4,0,1,0.242,0.294,0.504,0.7979999999999999
731,Edwin Rios,25,15,MLB-NL,Los Angeles,17,43,35,8,10,2,1,2,4,8,0,13,0,0,0,1,0,0,0.28600000000000003,0.419,0.5710000000000001,0.99
732,Rene Rivera,35,2,MLB-NL,New York,2,5,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.2,0.0,0.2
733,Yadiel Rivera,27,27,MLB-NL,Miami,34,66,60,8,11,2,0,0,3,6,0,20,0,0,0,1,2,0,0.183,0.258,0.217,0.474
734,Anthony Rizzo,29,0,MLB-NL,Chicago,127,538,450,80,131,26,2,25,82,63,3,78,23,0,2,14,5,2,0.29100000000000004,0.40299999999999997,0.524,0.9279999999999999
735,Tanner Roark,32,33,MLB-NL,Cincinnati,19,34,33,2,5,1,0,1,2,0,0,13,0,1,0,0,0,0,0.152,0.152,0.273,0.424
736,Daniel Robertson,25,74,MLB-AL,Tampa Bay,59,206,178,22,36,8,0,2,15,23,0,52,5,0,0,10,1,0,0.20199999999999999,0.311,0.281,0.5920000000000001
737,Drew Robinson,27,132,MLB-NL,St. Louis,5,7,7,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0.14300000000000002,0.14300000000000002,0.14300000000000002,0.28600000000000003
738,Victor Robles,22,0,MLB-NL,Washington,130,518,456,75,114,26,3,16,56,30,3,120,22,6,4,6,24,8,0.25,0.324,0.425,0.75
739,Brendan Rodgers,22,70,MLB-NL,Colorado,25,81,76,8,17,2,0,0,7,4,0,27,1,0,0,2,0,0,0.22399999999999998,0.272,0.25,0.522
740,Dereck Rodriguez,27,3,MLB-NL,San Francisco,15,25,25,1,5,0,0,0,0,0,0,14,0,0,0,0,0,0,0.2,0.2,0.2,0.4
741,Eduardo Rodriguez,26,4,MLB-AL,Boston,2,6,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0
742,Ronny Rodriguez,27,0,MLB-AL,Detroit,69,241,227,26,52,12,3,13,39,9,0,66,0,0,5,4,3,1,0.22899999999999998,0.253,0.48,0.733
743,Sean Rodriguez,34,0,MLB-NL,Philadelphia,58,107,89,18,19,4,0,4,11,11,0,35,3,3,1,2,1,1,0.213,0.317,0.39299999999999996,0.711
744,Jake Rogers,24,0,MLB-AL,Detroit,24,92,79,9,9,1,0,4,8,11,0,39,1,1,0,3,0,0,0.114,0.231,0.278,0.509
745,Josh Rojas,25,0,MLB-NL,Arizona,16,51,46,5,10,2,0,1,5,5,0,15,0,0,0,1,1,1,0.217,0.294,0.326,0.62
746,Miguel Rojas,30,0,MLB-NL,Miami,109,423,384,44,110,22,1,4,33,30,2,52,4,0,5,13,6,5,0.28600000000000003,0.34,0.38,0.721
747,Sal Romano,25,22,MLB-NL,Cincinnati,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
748,Austin Romine,30,1,MLB-AL,New York,59,196,187,20,49,8,0,6,31,7,0,40,0,1,1,5,1,1,0.262,0.287,0.401,0.688
749,Jose Rondon,25,31,MLB-AL,"Chicago,Baltimore",56,157,143,10,28,3,0,3,9,11,0,38,2,1,0,4,0,0,0.196,0.263,0.28,0.5429999999999999
750,Amed Rosario,23,0,MLB-NL,New York,132,556,521,65,149,26,7,12,58,28,2,111,2,2,3,11,15,8,0.28600000000000003,0.32299999999999995,0.43200000000000005,0.755
751,Eddie Rosario,27,0,MLB-AL,Minnesota,113,492,468,78,132,20,1,27,92,18,1,70,0,0,6,10,3,0,0.282,0.305,0.502,0.807
752,Randy Rosario,25,146,MLB-NL,Chicago,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
753,Joe Ross,26,8,MLB-NL,Washington,8,16,15,1,2,0,0,0,0,1,0,7,0,0,0,0,0,0,0.133,0.188,0.133,0.321
755,Rio Ruiz,25,1,MLB-AL,Baltimore,104,332,298,28,70,10,1,8,35,31,0,78,0,1,2,8,0,1,0.235,0.305,0.35600000000000004,0.6609999999999999
756,Addison Russell,25,0,MLB-NL,Chicago,70,208,184,21,44,3,1,8,21,20,2,48,1,1,2,7,1,0,0.239,0.314,0.397,0.711
757,Kyle Ryan,27,8,MLB-NL,Chicago,3,3,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.33299999999999996,0.0,0.33299999999999996
758,Hyun-Jin Ryu,32,3,MLB-NL,Los Angeles,24,58,43,1,5,1,0,0,1,4,0,20,0,11,0,0,0,0,0.11599999999999999,0.191,0.14,0.331
759,CC Sabathia,38,8,MLB-AL,New York,2,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0
760,Casey Sadler,28,33,MLB-NL,Los Angeles,3,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
761,Tyler Saladino,29,33,MLB-NL,Milwaukee,28,71,65,7,8,0,0,2,8,5,0,26,1,0,0,1,2,0,0.12300000000000001,0.19699999999999998,0.215,0.413
762,Jeff Samardzija,34,0,MLB-NL,San Francisco,26,49,44,1,5,2,0,0,1,0,0,28,0,5,0,0,0,0,0.114,0.114,0.159,0.273
763,Adrian Sampson,27,117,MLB-AL,Texas,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
764,Aaron Sanchez,26,91,MLB-AL,Toronto,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
765,Adrian Sanchez,28,11,MLB-NL,Washington,26,30,29,2,7,0,0,0,1,1,0,9,0,0,0,0,0,0,0.24100000000000002,0.267,0.24100000000000002,0.508
766,Anibal Sanchez,35,2,MLB-NL,Washington,23,47,43,1,4,0,0,0,1,0,0,19,0,4,0,2,0,0,0.09300000000000001,0.09300000000000001,0.09300000000000001,0.18600000000000003
