Roto_Rank,Roto_Rank_Bat,Season,Points,Total_Zn,Total_Z,Name,Team,Age,BA,R,RBI,HR,SB,BA_zscore,R_zscore,RBI_zscore,HR_zscore,SB_zscore,Roto_Rank_Pit,K,ERA,WHIP,Saves,Wins,K_zscore,ERA_zscore,WHIP_zscore,Saves_zscore,Wins_zscore
1572,837.0,2019.0,1.0,-50.77711295181679,-3.9825800214996185,Frankie Montas,Athletics,26.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1573,988.0,2019.0,-1.0,-50.77711295181679,-3.9825800214996185,Tanner Anderson,Athletics,26.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1574,861.0,2019.0,0.0,-51.95067101875359,-3.9825800214996185,Jake Odorizzi,Twins,29.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1575,886.0,2019.0,-1.0,-50.77711295181679,-3.9825800214996185,Asher Wojciechowski,Orioles,30.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1576,874.0,2019.0,-1.0,-51.95067101875359,-3.9825800214996185,Jared Hughes,- - -,33.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1577,884.0,2019.0,-1.0,-51.95067101875359,-3.9825800214996185,Ross Detwiler,White Sox,33.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1578,883.0,2019.0,-1.0,-50.77711295181679,-3.9825800214996185,Kenley Jansen,Dodgers,31.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1579,882.0,2019.0,-1.0,-50.77711295181679,-3.9825800214996185,Blake Parker,- - -,34.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1580,881.0,2019.0,-1.0,-54.29778715262719,-3.9825800214996185,Michael Pineda,Twins,30.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1581,880.0,2019.0,-1.0,-50.77711295181679,-3.9825800214996185,Craig Stammen,Padres,35.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1582,879.0,2019.0,-1.0,-51.95067101875359,-3.9825800214996185,Dylan Floro,Dodgers,28.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1583,878.0,2019.0,-1.0,-51.95067101875359,-3.9825800214996185,Tommy Milone,Mariners,32.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1584,877.0,2019.0,-1.0,-50.77711295181679,-3.9825800214996185,Marcus Walden,Red Sox,30.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1585,876.0,2019.0,-1.0,-51.95067101875359,-3.9825800214996185,Justin Verlander,Astros,36.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1586,875.0,2019.0,-1.0,-51.95067101875359,-3.9825800214996185,Nathan Eovaldi,Red Sox,29.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1587,873.0,2019.0,-1.0,-50.77711295181679,-3.9825800214996185,Jeremy Jeffress,Brewers,31.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1588,862.0,2019.0,-1.0,-53.12422908569038,-3.9825800214996185,Aaron Brooks,- - -,29.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1589,872.0,2019.0,-1.0,-51.95067101875359,-3.9825800214996185,Garrett Richards,Padres,31.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1590,871.0,2019.0,-1.0,-51.95067101875359,-3.9825800214996185,Juan Nicasio,Phillies,32.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1591,870.0,2019.0,-1.0,-51.95067101875359,-3.9825800214996185,Raisel Iglesias,Reds,29.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1592,869.0,2019.0,-1.0,-50.77711295181679,-3.9825800214996185,Robert Stephenson,Reds,26.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1593,868.0,2019.0,-1.0,-50.77711295181679,-3.9825800214996185,JT Chargois,Dodgers,28.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1594,867.0,2019.0,-1.0,-50.77711295181679,-3.9825800214996185,Ariel Jurado,Rangers,23.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1595,866.0,2019.0,-1.0,-50.77711295181679,-3.9825800214996185,Jeff Brigham,Marlins,27.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1596,865.0,2019.0,-1.0,-51.95067101875359,-3.9825800214996185,Erik Swanson,Mariners,25.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1597,864.0,2019.0,-1.0,-51.95067101875359,-3.9825800214996185,Brad Wieck,- - -,27.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1598,863.0,2019.0,-1.0,-50.77711295181679,-3.9825800214996185,Gerardo Reyes,Padres,26.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1599,836.0,2019.0,1.0,-49.60355488488,-3.9825800214996185,Chasen Shreve,Cardinals,28.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1600,835.0,2019.0,1.0,-49.60355488488,-3.9825800214996185,Robert Gsellman,Mets,25.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1601,834.0,2019.0,-13.0,-71.90115815667913,-3.9825800214996185,Drew Pomeranz,- - -,30.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1602,797.0,2019.0,-3.0,-53.12422908569038,-3.9825800214996185,Matt Grace,Nationals,30.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1603,807.0,2019.0,0.0,-51.95067101875359,-3.9825800214996185,Steve Cishek,Cubs,33.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1604,806.0,2019.0,0.0,-51.95067101875359,-3.9825800214996185,Noel Cuevas,Rockies,27.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1605,805.0,2019.0,0.0,-49.60355488488,-3.9825800214996185,Josh Osich,White Sox,30.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1606,804.0,2019.0,0.0,-54.29778715262719,-3.9825800214996185,Robbie Erlin,Padres,28.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1607,803.0,2019.0,-3.0,-54.29778715262719,-3.9825800214996185,Johnny Cueto,Giants,33.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1608,802.0,2019.0,-2.0,-54.29778715262719,-3.9825800214996185,Chris Stratton,- - -,28.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1609,801.0,2019.0,-2.0,-51.95067101875359,-3.9825800214996185,Chad Sobotka,Braves,25.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1610,800.0,2019.0,0.0,-51.95067101875359,-3.9825800214996185,Felipe Vazquez,Pirates,27.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1611,799.0,2019.0,-2.0,-54.29778715262719,-3.9825800214996185,James Marvel,Pirates,25.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1612,798.0,2019.0,0.0,-50.77711295181679,-3.9825800214996185,Roenis Elias,- - -,30.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1613,796.0,2019.0,-3.0,-64.85980975505835,-3.9825800214996185,Alex Jackson,Braves,23.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1614,833.0,2019.0,1.0,-50.77711295181679,-3.9825800214996185,Shelby Miller,Rangers,28.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1615,795.0,2019.0,-3.0,-53.12422908569038,-3.9825800214996185,Jimmy Nelson,Brewers,30.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1616,794.0,2019.0,-3.0,-55.47134521956398,-3.9825800214996185,Shane Bieber,Indians,24.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1617,793.0,2019.0,-3.0,-57.81846135343757,-3.9825800214996185,Jed Lowrie,Mets,35.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1618,792.0,2019.0,-3.0,-60.16557748731116,-3.9825800214996185,Daniel Ponce de Leon,Cardinals,27.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1619,791.0,2019.0,0.0,-50.77711295181679,-3.9825800214996185,Matt Wisler,- - -,26.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1620,790.0,2019.0,-3.0,-53.12422908569038,-3.9825800214996185,T.J. McFarland,Diamondbacks,30.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1621,789.0,2019.0,-3.0,-55.47134521956398,-3.9825800214996185,Jim Adduci,Cubs,34.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1622,788.0,2019.0,0.0,-51.95067101875359,-3.9825800214996185,Aaron Sanchez,- - -,26.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1623,787.0,2019.0,-3.0,-56.64490328650078,-3.9825800214996185,Yasmany Tomas,Diamondbacks,28.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1624,786.0,2019.0,-3.0,-56.64490328650078,-3.9825800214996185,Josh Tomlin,Braves,34.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1625,808.0,2019.0,-3.0,-54.29778715262719,-3.9825800214996185,Reynaldo Lopez,White Sox,25.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1626,809.0,2019.0,-3.0,-56.64490328650078,-3.9825800214996185,Matt Andriese,Diamondbacks,29.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1627,810.0,2019.0,-3.0,-54.29778715262719,-3.9825800214996185,Jose Urquidy,Astros,24.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1628,811.0,2019.0,-3.0,-53.12422908569038,-3.9825800214996185,Nick Vincent,- - -,32.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1629,832.0,2019.0,1.0,-49.60355488488,-3.9825800214996185,Wade LeBlanc,Mariners,34.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1630,831.0,2019.0,0.0,-53.12422908569038,-3.9825800214996185,Drew Jackson,Orioles,25.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1631,830.0,2019.0,0.0,-50.77711295181679,-3.9825800214996185,Jeremy Walker,Braves,24.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1632,829.0,2019.0,0.0,-55.47134521956398,-3.9825800214996185,Chad Bettis,Rockies,30.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1633,828.0,2019.0,0.0,-50.77711295181679,-3.9825800214996185,J. D. Hammer,Phillies,24.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1634,827.0,2019.0,0.0,-51.95067101875359,-3.9825800214996185,Tyler Skaggs,Angels,27.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1635,826.0,2019.0,-9.0,-76.5953904244263,-3.9825800214996185,Mikie Mahtook,Tigers,29.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1636,825.0,2019.0,0.0,-55.47134521956398,-3.9825800214996185,Ichiro Suzuki,Mariners,45.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1637,824.0,2019.0,0.0,-51.95067101875359,-3.9825800214996185,Tres Barrera,Nationals,24.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1638,823.0,2019.0,-7.0,-60.16557748731116,-3.9825800214996185,Touki Toussaint,Braves,23.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1639,822.0,2019.0,0.0,-49.60355488488,-3.9825800214996185,Zach Plesac,Indians,24.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1640,821.0,2019.0,-7.0,-58.99201942037437,-3.9825800214996185,Domingo German,Yankees,26.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1641,820.0,2019.0,0.0,-51.95067101875359,-3.9825800214996185,Kyle Ryan,Cubs,27.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1642,819.0,2019.0,-3.0,-55.47134521956398,-3.9825800214996185,Deven Marrero,Marlins,28.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1643,818.0,2019.0,-6.0,-58.99201942037437,-3.9825800214996185,Michael Reed,Giants,26.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1644,817.0,2019.0,0.0,-50.77711295181679,-3.9825800214996185,Tyler Lyons,- - -,31.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1645,816.0,2019.0,-3.0,-55.47134521956398,-3.9825800214996185,Yency Almonte,Rockies,25.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1646,815.0,2019.0,-3.0,-61.33913555424796,-3.9825800214996185,Mitch Keller,Pirates,23.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1647,814.0,2019.0,-2.0,-51.95067101875359,-3.9825800214996185,Daniel Mengden,Athletics,26.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1648,813.0,2019.0,0.0,-49.60355488488,-3.9825800214996185,Dan Winkler,Braves,29.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1649,812.0,2019.0,0.0,-50.77711295181679,-3.9825800214996185,Kyle Gibson,Twins,31.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1650,885.0,2019.0,-1.0,-50.77711295181679,-3.9825800214996185,Rob Brantly,Phillies,29.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1651,859.0,2019.0,-2.0,-55.47134521956398,-3.9825800214996185,Adbert Alzolay,Cubs,24.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1652,887.0,2019.0,-1.0,-53.12422908569038,-3.9825800214996185,Casey Sadler,- - -,28.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1653,952.0,2019.0,-2.0,-53.12422908569038,-3.9825800214996185,Edwin Jackson,- - -,35.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1654,962.0,2019.0,-1.0,-51.95067101875359,-3.9825800214996185,Mike Clevinger,Indians,28.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1655,961.0,2019.0,-1.0,-50.77711295181679,-3.9825800214996185,Burch Smith,- - -,29.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1656,960.0,2019.0,-1.0,-50.77711295181679,-3.9825800214996185,Seranthony Dominguez,Phillies,24.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1657,959.0,2019.0,-1.0,-51.95067101875359,-3.9825800214996185,Luis Escobar,Pirates,23.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1658,958.0,2019.0,-1.0,-51.95067101875359,-3.9825800214996185,Jacob Waguespack,Blue Jays,25.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1659,957.0,2019.0,-1.0,-50.77711295181679,-3.9825800214996185,Diego Castillo,Rays,25.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1660,956.0,2019.0,-1.0,-51.95067101875359,-3.9825800214996185,Wes Parsons,- - -,26.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1661,955.0,2019.0,-2.0,-51.95067101875359,-3.9825800214996185,Jimmie Sherfy,Diamondbacks,27.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1662,954.0,2019.0,-2.0,-51.95067101875359,-3.9825800214996185,Patrick Sandoval,Angels,22.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1663,953.0,2019.0,-2.0,-53.12422908569038,-3.9825800214996185,Jalen Beeks,Rays,25.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1664,951.0,2019.0,-2.0,-51.95067101875359,-3.9825800214996185,Justus Sheffield,Mariners,23.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1665,939.0,2019.0,-2.0,-51.95067101875359,-3.9825800214996185,Mitch Walding,Phillies,26.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1666,950.0,2019.0,-2.0,-51.95067101875359,-3.9825800214996185,Jay Jackson,Brewers,31.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1667,949.0,2019.0,0.0,-50.77711295181679,-3.9825800214996185,Randy Rosario,- - -,25.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1668,948.0,2019.0,0.0,-51.95067101875359,-3.9825800214996185,Kolby Allard,Rangers,21.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1669,947.0,2019.0,-2.0,-56.64490328650078,-3.9825800214996185,Nick Kingham,- - -,27.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1670,946.0,2019.0,-2.0,-51.95067101875359,-3.9825800214996185,Joe Kelly,Dodgers,31.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1671,945.0,2019.0,-2.0,-53.12422908569038,-3.9825800214996185,Felix Hernandez,Mariners,33.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1672,944.0,2019.0,0.0,-51.95067101875359,-3.9825800214996185,Tom Eshelman,Orioles,25.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1673,943.0,2019.0,-2.0,-51.95067101875359,-3.9825800214996185,Jordan Zimmermann,Tigers,33.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
1674,942.0,2019.0,-2.0,-53.12422908569038,-3.9825800214996185,CC Sabathia,Yankees,38.0,0.0,0.0,0.0,0.0,0.0,-1.338431238097165,-0.7735852924589838,-0.7583526732734011,-0.6704369546793912,-0.44177386299067756,,,,,,,,,,,
