Roto_Rank_Pit,Season,Points,Total_Z,Name,Team,Age,K,ERA,WHIP,Saves,Wins,K_zscore,ERA_zscore,WHIP_zscore,Saves_zscore,Wins_zscore
379,2019.0,64.0,0.057016287165492965,Thomas Pannone,Blue Jays,25.0,69.0,6.16,1.4246575342465753,0.0,3.0,0.3071014471259959,0.15998391009919055,-0.1787968224257685,-0.2768052875366609,0.007907215249580005
380,2019.0,15.0,0.05410252961058171,Hunter Harvey,Orioles,24.0,11.0,1.42,1.1475409836065575,0.0,1.0,-0.7622652359892886,-0.9968122674846696,-0.6059017363347962,-0.2768052875366609,-0.5095409506829345
381,2019.0,18.0,0.050577760920861414,Donnie Hart,- - -,28.0,3.0,0.0,1.1111111111111112,0.0,0.0,-0.9097640888327763,-1.3433630211068386,-0.6620491498326516,-0.2768052875366609,-0.7682650336491917
382,2019.0,100.0,0.04461744416680746,Andrew Kittredge,Rays,29.0,58.0,4.17,1.2804878048780488,0.0,1.0,0.10429052446620056,-0.32567524462483516,-0.40099791329536716,-0.2768052875366609,-0.5095409506829345
383,2019.0,91.0,0.0397278257312943,Daniel Ponce de Leon,Cardinals,27.0,52.0,3.7,1.2863070539419086,0.0,1.0,-0.006333615166415088,-0.44037866307724316,-0.3920290160400615,-0.2768052875366609,-0.5095409506829345
384,2019.0,69.0,0.03291901918248169,Jameson Taillon,Pirates,27.0,30.0,4.1,1.1320754716981132,0.0,2.0,-0.4119554604860058,-0.34275873247944916,-0.6297379024423765,-0.2768052875366609,-0.25081686771667727
385,2019.0,59.0,0.032047387312478415,Alex Claudio,Brewers,27.0,44.0,4.06,1.3064516129032258,0.0,2.0,-0.1538324680099026,-0.3525207255392286,-0.36098128503649063,-0.2768052875366609,-0.25081686771667727
386,2019.0,51.0,0.02262488648666,Tony Watson,Giants,34.0,41.0,4.17,1.2592592592592593,0.0,2.0,-0.20914453782621045,-0.32567524462483516,-0.43371633494137346,-0.2768052875366609,-0.25081686771667727
387,2019.0,-5.0,0.012634793751343576,Paul Fry,Orioles,26.0,55.0,5.34,1.4535901926444834,3.0,1.0,0.048978454649892735,-0.04013694762628742,-0.13420446391936403,0.29885587823873383,-0.5095409506829345
388,2019.0,-8.0,0.0076208888961286775,Kyle Crick,Pirates,26.0,61.0,4.96,1.5510204081632653,0.0,3.0,0.1596025942825084,-0.1328758816941918,0.01595951479349062,-0.2768052875366609,0.007907215249580005
389,2019.0,78.0,0.0009425398835984089,Justin Anderson,Angels,26.0,60.0,5.55,1.574468085106383,1.0,3.0,0.14116523767707245,0.01111351593755448,0.052098164827303596,-0.08491823227819599,0.007907215249580005
390,2019.0,62.0,-0.01275778460872555,A.J. Cole,Indians,27.0,30.0,3.81,1.5,1.0,3.0,-0.4119554604860058,-0.4135331821628498,-0.06267551074304643,-0.08491823227819599,0.007907215249580005
391,2019.0,34.0,-0.01968045462698087,Jose Alvarado,Rays,24.0,39.0,4.8,1.8666666666666667,7.0,1.0,-0.24601925103708233,-0.17192385393330947,0.5024482061128671,1.0664040992725936,-0.5095409506829345
392,2019.0,54.0,-0.02443284531568074,Framber Valdez,Astros,25.0,68.0,5.86,1.6809116809116809,0.0,4.0,0.28866409052055997,0.08676896215084504,0.21615398436457206,-0.2768052875366609,0.26663129821583725
393,2019.0,77.0,-0.027041676313223018,Brett Martin,Rangers,24.0,62.0,4.76,1.4492753623188406,0.0,2.0,0.17803995088794433,-0.18168584699308887,-0.14085468105908192,-0.2768052875366609,-0.25081686771667727
394,2019.0,39.0,-0.029713906129936907,Shawn Armstrong,- - -,28.0,63.0,5.74,1.6379310344827587,4.0,1.0,0.19647730749338027,0.05748298297150677,0.14991021346607475,0.49074293349719883,-0.5095409506829345
395,2019.0,52.0,-0.05168274463747485,Chaz Roe,Rays,32.0,65.0,4.06,1.5686274509803921,1.0,1.0,0.23335202070425215,-0.3525207255392286,0.04309630791982506,-0.08491823227819599,-0.5095409506829345
396,2019.0,51.0,-0.05203055258760364,Andres Munoz,Padres,20.0,30.0,3.91,1.173913043478261,1.0,1.0,-0.4119554604860058,-0.3891281995134013,-0.5652558913461314,-0.08491823227819599,-0.5095409506829345
397,2019.0,50.0,-0.060223470552719705,Ryan Buchter,Athletics,32.0,50.0,2.98,1.441241685144124,0.0,1.0,-0.04320832837728697,-0.6160945381532726,-0.15323655789088997,-0.2768052875366609,-0.5095409506829345
398,2019.0,76.0,-0.07419688769823923,Derek Holland,- - -,32.0,82.0,6.08,1.5101070154577885,0.0,2.0,0.5467870829966631,0.14045992397963172,-0.047098108538067535,-0.2768052875366609,-0.25081686771667727
399,2019.0,74.0,-0.07980948452288467,Jerry Blevins,Braves,35.0,37.0,3.9,1.277258566978193,1.0,1.0,-0.2828939642479542,-0.3915686977783462,-0.40597496490785384,-0.08491823227819599,-0.5095409506829345
400,2019.0,44.0,-0.11257724002886443,Brad Wieck,- - -,27.0,49.0,5.71,1.198830409356725,0.0,2.0,-0.06164568498272291,0.05016148817667215,-0.5268520883838688,-0.2768052875366609,-0.25081686771667727
401,2019.0,41.0,-0.12057708107616272,Joe Ross,Nationals,26.0,57.0,5.48,1.671875,0.0,4.0,0.08585316786076462,-0.005969971917059342,0.20222623153316305,-0.2768052875366609,0.26663129821583725
402,2019.0,5.0,-0.12421095348323552,Adonis Rosa,Yankees,24.0,2.0,4.5,0.5,0.0,0.0,-0.9282014454382121,-0.245138801881655,-1.6039220112591743,-0.2768052875366609,-0.7682650336491917
403,2019.0,68.0,-0.13363660675742267,Matt Bowman,Reds,28.0,25.0,3.66,1.25,0.0,2.0,-0.5041422435131855,-0.4501406561370226,-0.4479871358720784,-0.2768052875366609,-0.25081686771667727
404,2019.0,62.0,-0.14268416630365183,Wei-Chung Wang,- - -,27.0,18.0,3.77,1.3225806451612903,0.0,3.0,-0.6332037397512371,-0.4232951752226292,-0.336122470512037,-0.2768052875366609,0.007907215249580005
405,2019.0,31.0,-0.14486802027142898,Kyle Freeland,Rockies,26.0,79.0,6.73,1.585014409221902,0.0,3.0,0.4914750131803553,0.29909231120104723,0.06835264996365616,-0.2768052875366609,0.007907215249580005
406,2019.0,22.0,-0.15723102232644337,James Hoyt,Indians,32.0,10.0,2.16,0.9876543209876544,0.0,0.0,-0.7807025925947246,-0.8162153958787505,-0.8523264955753834,-0.2768052875366609,-0.7682650336491917
407,2019.0,34.0,-0.15836634444988756,Jeurys Familia,Mets,29.0,63.0,5.7,1.7333333333333334,0.0,4.0,0.19647730749338027,0.04772098991172735,0.29694867271071684,-0.2768052875366609,0.26663129821583725
408,2019.0,68.0,-0.16704087436401172,Brendan McKay,Rays,23.0,56.0,5.14,1.4081632653061225,0.0,2.0,0.06741581125532868,-0.08894691292518452,-0.20421855670881325,-0.2768052875366609,-0.25081686771667727
409,2019.0,63.0,-0.18785050144813215,Carlos Rodon,White Sox,26.0,46.0,5.19,1.461988304093567,0.0,3.0,-0.11695775479903074,-0.07674442160046008,-0.12126090403751942,-0.2768052875366609,0.007907215249580005
410,2019.0,60.0,-0.20281908687791067,Luis Avilan,Mets,29.0,30.0,5.06,1.46875,0.0,4.0,-0.4119554604860058,-0.10847089904474334,-0.11083946388417543,-0.2768052875366609,0.26663129821583725
411,2019.0,50.0,-0.2090847910059616,Mike Morin,- - -,28.0,26.0,4.62,1.1155378486055776,1.0,1.0,-0.48570488690774954,-0.21585282270231673,-0.6552264561606017,-0.08491823227819599,-0.5095409506829345
412,2019.0,26.0,-0.21109662684872732,James Pazos,Rockies,28.0,10.0,1.74,1.0891089108910892,0.0,0.0,-0.7807025925947246,-0.9187163230064342,-0.6959599639254157,-0.2768052875366609,-0.7682650336491917
413,2019.0,58.0,-0.2282396987170935,Drew VerHagen,Tigers,28.0,51.0,5.9,1.603448275862069,0.0,4.0,-0.02477097177185103,0.09653095521062445,0.09676378241379437,-0.2768052875366609,0.26663129821583725
414,2019.0,43.0,-0.23949177895080426,Paul Sewald,Mets,29.0,22.0,4.58,1.09375,1.0,1.0,-0.5594543133294934,-0.22561481576209616,-0.6888069015777234,-0.08491823227819599,-0.5095409506829345
415,2019.0,38.0,-0.2527858001948774,Seranthony Dominguez,Phillies,24.0,29.0,4.01,1.4876033057851241,0.0,3.0,-0.4303928170914417,-0.3647232168639528,-0.0817818723196924,-0.2768052875366609,0.007907215249580005
416,2019.0,17.0,-0.2783709797774193,Cody Reed,Reds,26.0,7.0,1.42,1.1475409836065575,0.0,0.0,-0.8360146624110324,-0.9968122674846696,-0.6059017363347962,-0.2768052875366609,-0.7682650336491917
417,2019.0,55.0,-0.28574882074017965,Kolby Allard,Rangers,21.0,33.0,4.96,1.5742793791574279,0.0,4.0,-0.35664339066969797,-0.1328758816941918,0.051807322443849904,-0.2768052875366609,0.26663129821583725
418,2019.0,50.0,-0.28579927264953014,Adam Warren,Padres,31.0,25.0,5.34,1.4184397163120568,0.0,4.0,-0.5041422435131855,-0.04013694762628742,-0.18838001255819153,-0.2768052875366609,0.26663129821583725
419,2019.0,38.0,-0.29132333357363843,Jandel Gustave,Giants,26.0,14.0,2.96,1.120331950207469,1.0,0.0,-0.7069531661729809,-0.6209755346831622,-0.6478375638435679,-0.08491823227819599,-0.7682650336491917
420,2019.0,65.0,-0.29318799040566745,Gabriel Ynoa,Orioles,26.0,67.0,5.61,1.379310344827586,0.0,1.0,0.27022673391512403,0.025756505527223715,-0.24868801942602758,-0.2768052875366609,-0.5095409506829345
421,2019.0,71.0,-0.3011481886877494,Jay Jackson,Brewers,31.0,47.0,4.45,1.3289036544850499,0.0,1.0,-0.09852039819359479,-0.2573412932063792,-0.3263771545190616,-0.2768052875366609,-0.5095409506829345
422,2019.0,65.0,-0.3054190745364146,Nick Vincent,- - -,32.0,47.0,4.43,1.334841628959276,0.0,1.0,-0.09852039819359479,-0.26222228973626904,-0.31722527214050655,-0.2768052875366609,-0.5095409506829345
423,2019.0,17.0,-0.3143387582906237,Victor Arano,Phillies,24.0,7.0,3.86,0.9523809523809523,0.0,1.0,-0.8360146624110324,-0.4013306908381256,-0.9066914515018785,-0.2768052875366609,-0.5095409506829345
424,2019.0,60.0,-0.3152532652189394,Michel Baez,Padres,23.0,28.0,3.03,1.3356164383561644,0.0,1.0,-0.44883017369687767,-0.6038920468285484,-0.31603109986898525,-0.2768052875366609,-0.5095409506829345
425,2019.0,32.0,-0.332184147434262,Hunter Strickland,- - -,30.0,18.0,5.55,1.2448132780082988,2.0,2.0,-0.6332037397512371,0.01111351593755448,-0.45598115299093794,0.10696882298026894,-0.25081686771667727
426,2019.0,51.0,-0.3488594392431961,Kelvin Herrera,White Sox,29.0,53.0,6.14,1.62426614481409,1.0,3.0,0.012103741439020854,0.15510291356930075,0.1288492500843002,-0.08491823227819599,0.007907215249580005
427,2019.0,22.0,-0.35092929607343315,Jon Edwards,Indians,31.0,5.0,2.25,1.375,0.0,2.0,-0.8728893756219043,-0.7942509114942469,-0.2553313233075624,-0.2768052875366609,-0.25081686771667727
428,2019.0,39.0,-0.3696996689192771,Rogelio Armenteros,Astros,25.0,18.0,4.0,1.2222222222222223,1.0,1.0,-0.6332037397512371,-0.3671637151288976,-0.4907995386641929,-0.08491823227819599,-0.5095409506829345
429,2019.0,66.0,-0.3721274092788176,Blaine Hardy,Tigers,32.0,29.0,4.47,1.1564625850340136,0.0,1.0,-0.4303928170914417,-0.2524602966764896,-0.5921513493557299,-0.2768052875366609,-0.5095409506829345
430,2019.0,8.0,-0.3737471219519785,Aaron Slegers,Rays,26.0,0.0,3.0,1.0,1.0,0.0,-0.965076158649084,-0.6112135416233829,-0.8332987610011103,-0.08491823227819599,-0.7682650336491917
431,2019.0,20.0,-0.3801760214832731,Ben Heller,Yankees,27.0,9.0,1.23,1.267605633802817,0.0,0.0,-0.7991399492001605,-1.0431817345186218,-0.42085251438411825,-0.2768052875366609,-0.7682650336491917
432,2019.0,61.0,-0.38936348439873825,Tim Mayza,Blue Jays,27.0,55.0,4.91,1.4090019569471623,0.0,1.0,0.048978454649892735,-0.14507837301891602,-0.2029259261520484,-0.2768052875366609,-0.5095409506829345
433,2019.0,23.0,-0.39394838489815176,A.J. Puk,Athletics,24.0,13.0,3.18,1.3513513513513513,0.0,2.0,-0.7253905227784168,-0.5672845728543755,-0.29177972027922766,-0.2768052875366609,-0.25081686771667727
434,2019.0,73.0,-0.3979856129808378,Cory Gearrin,- - -,33.0,47.0,4.07,1.4519056261343013,0.0,1.0,-0.09852039819359479,-0.35008022727428356,-0.13680079615806887,-0.2768052875366609,-0.5095409506829345
435,2019.0,28.0,-0.3991835922186762,Scott Alexander,Dodgers,29.0,9.0,3.63,1.4035087719298245,0.0,3.0,-0.7991399492001605,-0.4574621509318572,-0.211392278336708,-0.2768052875366609,0.007907215249580005
436,2019.0,67.0,-0.4001016182192258,Nathan Eovaldi,Red Sox,29.0,70.0,5.99,1.5922619047619047,0.0,2.0,0.32553880373143185,0.11849543959512808,0.0795228271021914,-0.2768052875366609,-0.25081686771667727
437,2019.0,70.0,-0.4008342413823172,Justin Shafer,Blue Jays,26.0,39.0,3.86,1.683673469387755,1.0,2.0,-0.24601925103708233,-0.4013306908381256,0.22041058118848722,-0.08491823227819599,-0.25081686771667727
438,2019.0,62.0,-0.41784353805189406,Touki Toussaint,Braves,23.0,45.0,5.62,1.6990291262135921,0.0,4.0,-0.13539511140446667,0.028197003792168517,0.2440774335344352,-0.2768052875366609,0.26663129821583725
439,2019.0,11.0,-0.42572679803715774,Pedro Avila,Padres,22.0,5.0,1.69,1.1764705882352942,0.0,0.0,-0.8728893756219043,-0.9309188143311585,-0.5613140844394406,-0.2768052875366609,-0.7682650336491917
440,2019.0,32.0,-0.43412113115049206,Dan Winkler,Braves,29.0,22.0,4.98,1.3679245283018868,0.0,3.0,-0.5594543133294934,-0.12799488516430196,-0.26623636930178024,-0.2768052875366609,0.007907215249580005
441,2019.0,39.0,-0.44400533298751665,Connor Sadzeck,Mariners,27.0,27.0,2.66,1.4224137931034484,1.0,0.0,-0.4672675303023136,-0.6941904826315078,-0.18225498061067685,-0.08491823227819599,-0.7682650336491917
442,2019.0,18.0,-0.4485567836108661,Victor Alcantara,Tigers,26.0,24.0,4.85,1.4218009478672984,0.0,3.0,-0.5225796001186215,-0.15972136260858524,-0.18319952618625104,-0.2768052875366609,0.007907215249580005
443,2019.0,55.0,-0.464841344332305,Juan Nicasio,Phillies,32.0,45.0,4.75,1.6560509554140126,1.0,2.0,-0.13539511140446667,-0.18412634525803367,0.17783747819099877,-0.08491823227819599,-0.25081686771667727
444,2019.0,48.0,-0.46840438494100406,Chi Chi Gonzalez,Rockies,27.0,46.0,5.29,1.4603174603174602,0.0,2.0,-0.11695775479903074,-0.05233943895101163,-0.12383608616035321,-0.2768052875366609,-0.25081686771667727
445,2019.0,46.0,-0.4715215205364469,Cody Stashak,Twins,25.0,25.0,3.24,1.2,0.0,0.0,-0.5041422435131855,-0.5526415832647064,-0.5250494608978848,-0.2768052875366609,-0.7682650336491917
446,2019.0,45.0,-0.4911368967681841,Gerardo Reyes,Padres,26.0,38.0,7.62,1.3461538461538463,0.0,4.0,-0.26445660764251827,0.516296656781139,-0.2997903569762967,-0.2768052875366609,0.26663129821583725
447,2019.0,51.0,-0.5073756893705047,Taylor Cole,Angels,29.0,50.0,5.92,1.6015625,0.0,3.0,-0.04320832837728697,0.10141195174051405,0.0938573369656228,-0.2768052875366609,0.007907215249580005
448,2019.0,68.0,-0.5205068194600361,Caleb Ferguson,Dodgers,22.0,54.0,4.84,1.4932126696832577,0.0,1.0,0.030541098044456795,-0.16216186087353004,-0.0731364598415725,-0.2768052875366609,-0.5095409506829345
449,2019.0,41.0,-0.5247840834610339,Jonathan Loaisiga,Yankees,24.0,37.0,4.55,1.5064102564102564,0.0,2.0,-0.2828939642479542,-0.2329363105569308,-0.05279572548332769,-0.2768052875366609,-0.25081686771667727
450,2019.0,57.0,-0.5258504266934694,Tyler Alexander,Tigers,24.0,47.0,4.86,1.4097744360902256,0.0,1.0,-0.09852039819359479,-0.15728086434364022,-0.2017353453760805,-0.2768052875366609,-0.5095409506829345
451,2019.0,12.0,-0.5474271833877282,Jordan Zimmermann,Tigers,33.0,82.0,6.91,1.5178571428571428,0.0,1.0,0.5467870829966631,0.3430212799700545,-0.03515325180525853,-0.2768052875366609,-0.5095409506829345
452,2019.0,10.0,-0.5544031652386409,Enderson Franco,Giants,26.0,4.0,3.38,0.9803921568627452,0.0,0.0,-0.8913267322273403,-0.5184746075554785,-0.8635192806190736,-0.2768052875366609,-0.7682650336491917
453,2019.0,14.0,-0.5617978451135528,Fernando Abad,Giants,33.0,9.0,4.15,0.9230769230769231,0.0,0.0,-0.7991399492001605,-0.33055624115472476,-0.9518561841177355,-0.2768052875366609,-0.7682650336491917
454,2019.0,44.0,-0.5659932375880985,Jeff Hoffman,Rockies,26.0,68.0,6.56,1.5857142857142856,0.0,2.0,0.28866409052055997,0.25760384069698455,0.06943133215833583,-0.2768052875366609,-0.25081686771667727
455,2019.0,10.0,-0.5919847797403055,Arodys Vizcaino,Braves,28.0,6.0,2.25,1.5,1.0,1.0,-0.8544520190164684,-0.7942509114942469,-0.06267551074304643,-0.08491823227819599,-0.5095409506829345
456,2019.0,51.0,-0.6038713570427445,Cole Irvin,Phillies,25.0,31.0,5.83,1.407766990291262,1.0,2.0,-0.39351810388056985,0.07944746735601041,-0.20482931418870898,-0.08491823227819599,-0.25081686771667727
457,2019.0,35.0,-0.6293303570478606,Ryan Weber,Red Sox,28.0,29.0,5.09,1.3930348258706466,0.0,2.0,-0.4303928170914417,-0.10114940424990873,-0.22753521104701055,-0.2768052875366609,-0.25081686771667727
458,2019.0,45.0,-0.6469636717380054,Logan Webb,Giants,22.0,37.0,5.22,1.4795918367346939,0.0,2.0,-0.2828939642479542,-0.06942292680562567,-0.09412952095766132,-0.2768052875366609,-0.25081686771667727
459,2019.0,47.0,-0.6561919257720005,Jake Newberry,Royals,24.0,29.0,3.77,1.4516129032258065,0.0,1.0,-0.4303928170914417,-0.4232951752226292,-0.13725195431640738,-0.2768052875366609,-0.5095409506829345
460,2019.0,68.0,-0.6759185034258071,Chris Stratton,- - -,28.0,69.0,5.57,1.6578947368421053,0.0,1.0,0.3071014471259959,0.015994512467444297,0.1806791998647633,-0.2768052875366609,-0.5095409506829345
461,2019.0,58.0,-0.6818115720556572,Dominic Leone,Cardinals,27.0,46.0,5.53,1.517412935323383,1.0,1.0,-0.11695775479903074,0.006232519407664877,-0.03583788511216879,-0.08491823227819599,-0.5095409506829345
462,2019.0,-11.0,-0.6957020281174061,Adam Conley,Marlins,29.0,53.0,6.53,1.744186046511628,2.0,2.0,0.012103741439020854,0.25028234590215015,0.3136753789178685,0.10696882298026894,-0.25081686771667727
463,2019.0,36.0,-0.6973387098810222,Zac Grotz,Mariners,26.0,18.0,4.15,1.286549707602339,0.0,1.0,-0.6332037397512371,-0.33055624115472476,-0.3916550269350855,-0.2768052875366609,-0.5095409506829345
464,2019.0,0.0,-0.7098432376536845,Taylor Guilbeau,Mariners,26.0,7.0,3.65,1.0743801652892562,0.0,0.0,-0.8360146624110324,-0.4525811544019675,-0.7186605915412331,-0.2768052875366609,-0.7682650336491917
465,2019.0,29.0,-0.7131833204410811,Jose Suarez,Angels,21.0,72.0,7.11,1.6419753086419753,0.0,2.0,0.3624135169423037,0.3918312452689516,0.15614343686109514,-0.2768052875366609,-0.25081686771667727
466,2019.0,51.0,-0.7202817677671416,Jon Duplantier,Diamondbacks,24.0,34.0,4.42,1.5745856353591159,1.0,1.0,-0.33820603406426203,-0.26466278800121384,0.0522793387429629,-0.08491823227819599,-0.5095409506829345
467,2019.0,56.0,-0.7248311095723472,Colten Brewer,Red Sox,26.0,52.0,4.12,1.7158671586715866,0.0,1.0,-0.006333615166415088,-0.3378777359495594,0.2700289921358961,-0.2768052875366609,-0.5095409506829345
468,2019.0,5.0,-0.7471601099776514,Tom Murphy,Mariners,28.0,2.0,6.0,0.6666666666666666,0.0,0.0,-0.9282014454382121,0.12093593786007288,-1.3470475945064864,-0.2768052875366609,-0.7682650336491917
469,2019.0,33.0,-0.7534158719513875,Tim Melville,Rockies,29.0,24.0,4.86,1.4501510574018126,0.0,2.0,-0.5225796001186215,-0.15728086434364022,-0.13950501907693208,-0.2768052875366609,-0.25081686771667727
470,2019.0,21.0,-0.7591790047277032,A.J. Minter,Braves,25.0,35.0,7.06,2.027491408934708,5.0,3.0,-0.3197686774588261,0.3796287539442272,0.7503187773298937,0.6826299887556637,0.007907215249580005
471,2019.0,15.0,-0.7654344783933344,Jose De Leon,Rays,26.0,7.0,2.25,1.5,0.0,1.0,-0.8360146624110324,-0.7942509114942469,-0.06267551074304643,-0.2768052875366609,-0.5095409506829345
472,2019.0,33.0,-0.7893465683610013,Ryan Burr,White Sox,25.0,20.0,4.58,1.3020833333333335,0.0,1.0,-0.5963290265403652,-0.22561481576209616,-0.36771388063686317,-0.2768052875366609,-0.5095409506829345
473,2019.0,14.0,-0.7911012205091691,Eric Yardley,Padres,28.0,7.0,2.31,1.3392857142857144,0.0,0.0,-0.8360146624110324,-0.7796079219045777,-0.3103758411831382,-0.2768052875366609,-0.7682650336491917
474,2019.0,29.0,-0.7930112559497451,Ross Detwiler,White Sox,33.0,46.0,6.59,1.6329479768786126,0.0,3.0,-0.11695775479903074,0.2649253354918191,0.1422300933718143,-0.2768052875366609,0.007907215249580005
475,2019.0,21.0,-0.7950888809424599,Randy Rosario,- - -,25.0,13.0,4.4,1.4184397163120568,0.0,2.0,-0.7253905227784168,-0.26954378453110345,-0.18838001255819153,-0.2768052875366609,-0.25081686771667727
476,2019.0,35.0,-0.8179693685749718,Hector Velazquez,Red Sox,30.0,49.0,5.43,1.5329768270944741,0.0,1.0,-0.06164568498272291,-0.018172463241783777,-0.011850091385562736,-0.2768052875366609,-0.5095409506829345
477,2019.0,11.0,-0.8212600182397161,Grant Dayton,Braves,31.0,14.0,3.0,1.3333333333333333,0.0,0.0,-0.7069531661729809,-0.6112135416233829,-0.3195499274957345,-0.2768052875366609,-0.7682650336491917
478,2019.0,15.0,-0.8218345081430981,Keynan Middleton,Angels,25.0,6.0,1.17,1.5277777777777777,0.0,0.0,-0.8544520190164684,-1.057824724108291,-0.019863107950931918,-0.2768052875366609,-0.7682650336491917
479,2019.0,-3.0,-0.8238531447526376,Wily Peralta,Royals,30.0,24.0,5.8,1.596009975062344,2.0,2.0,-0.5225796001186215,0.0721259725611758,0.08529952733643195,0.10696882298026894,-0.25081686771667727
480,2019.0,16.0,-0.8397394158243852,Justin Miller,Nationals,32.0,11.0,4.02,1.3157894736842106,0.0,1.0,-0.7622652359892886,-0.362282718599008,-0.3465893397854909,-0.2768052875366609,-0.5095409506829345
481,2019.0,3.0,-0.8425450081323038,Jorge Alcala,Twins,23.0,1.0,0.0,1.6666666666666667,0.0,0.0,-0.9466388020436481,-1.3433630211068386,0.19419890600964165,-0.2768052875366609,-0.7682650336491917
482,2019.0,16.0,-0.8544109377356405,Jeremy Walker,Braves,24.0,6.0,1.93,1.4285714285714286,0.0,0.0,-0.8544520190164684,-0.8723468559724822,-0.17276454649419837,-0.2768052875366609,-0.7682650336491917
483,2019.0,40.0,-0.8568936995496792,Jefry Rodriguez,Indians,25.0,33.0,4.63,1.4935064935064934,0.0,1.0,-0.35664339066969797,-0.21341232443737193,-0.07268360490224215,-0.2768052875366609,-0.5095409506829345
484,2019.0,40.0,-0.8596395070155449,Clay Holmes,Pirates,26.0,56.0,5.58,1.62,0.0,1.0,0.06741581125532868,0.018435010732389095,0.12227406931888908,-0.2768052875366609,-0.5095409506829345
485,2019.0,35.0,-0.8698957654570416,Nick Kingham,- - -,27.0,46.0,7.28,1.865942028985507,1.0,4.0,-0.11695775479903074,0.4333197157730141,0.5013313608226379,-0.08491823227819599,0.26663129821583725
486,2019.0,44.0,-0.8740155766628779,Patrick Sandoval,Angels,22.0,42.0,5.03,1.381074168797954,0.0,0.0,-0.1907071812207745,-0.11579239383957775,-0.2459695319041716,-0.2768052875366609,-0.7682650336491917
487,2019.0,19.0,-0.8786494632700388,Kyle Keller,Marlins,26.0,11.0,3.38,1.2745098039215688,0.0,0.0,-0.7622652359892886,-0.5184746075554785,-0.41021148634962407,-0.2768052875366609,-0.7682650336491917
488,2019.0,60.0,-0.8825015093949125,Edgar Garcia,Phillies,22.0,45.0,5.77,1.641025641025641,0.0,2.0,-0.13539511140446667,0.06480447776634117,0.15467976497076638,-0.2768052875366609,-0.25081686771667727
489,2019.0,32.0,-0.883542522827219,Jake McGee,Rockies,32.0,35.0,4.35,1.4111922141119222,0.0,0.0,-0.3197686774588261,-0.28174627585582784,-0.1995501999616319,-0.2768052875366609,-0.7682650336491917
490,2019.0,11.0,-0.8990192107208572,David Hess,Orioles,25.0,68.0,7.09,1.55,0.0,1.0,0.28866409052055997,0.38695024873906175,0.014386814282760032,-0.2768052875366609,-0.5095409506829345
491,2019.0,-0.0,-0.9006772525910554,Fernando Rodney,- - -,42.0,49.0,5.66,1.6313559322033897,2.0,0.0,-0.06164568498272291,0.03795899685194794,0.1397763600874617,0.10696882298026894,-0.7682650336491917
492,2019.0,15.0,-0.9061117121572848,Tony Sipp,Nationals,35.0,18.0,4.71,1.3333333333333333,0.0,1.0,-0.6332037397512371,-0.1938883383178131,-0.3195499274957345,-0.2768052875366609,-0.5095409506829345
493,2019.0,22.0,-0.9089697162583213,J. D. Hammer,Phillies,24.0,13.0,3.79,1.4210526315789473,0.0,1.0,-0.7253905227784168,-0.4184141786927395,-0.18435286604695128,-0.2768052875366609,-0.5095409506829345
494,2019.0,8.0,-0.9100996949795411,Brian Moran,Marlins,30.0,10.0,4.26,1.3114754098360657,0.0,1.0,-0.7807025925947246,-0.3037107602403315,-0.3532383755944474,-0.2768052875366609,-0.5095409506829345
495,2019.0,28.0,-0.9115100940647008,Pat Neshek,Phillies,38.0,9.0,5.0,1.3888888888888888,3.0,0.0,-0.7991399492001605,-0.12311388863441237,-0.23392512191150516,0.29885587823873383,-0.7682650336491917
496,2019.0,2.0,-0.9156786448075698,Peter Lambert,Rockies,22.0,57.0,7.25,1.739618406285073,0.0,3.0,0.08585316786076462,0.42599822097817946,0.3066355194030741,-0.2768052875366609,0.007907215249580005
497,2019.0,18.0,-0.9225026829696988,Matt Harvey,Angels,30.0,39.0,7.09,1.554054054054054,0.0,3.0,-0.24601925103708233,0.38695024873906175,0.020635110906473828,-0.2768052875366609,0.007907215249580005
498,2019.0,18.0,-0.9256429337148255,Felix Hernandez,Mariners,33.0,57.0,6.4,1.544943820224719,0.0,1.0,0.08585316786076462,0.21855586845786706,0.006593994898127684,-0.2768052875366609,-0.5095409506829345
499,2019.0,2.0,-0.9317089169521713,Ty France,Padres,24.0,0.0,4.5,1.0,0.0,0.0,-0.965076158649084,-0.245138801881655,-0.8332987610011103,-0.2768052875366609,-0.7682650336491917
500,2019.0,40.0,-0.9501290511860274,Travis Bergen,Giants,25.0,18.0,5.49,1.40625,0.0,2.0,-0.6332037397512371,-0.003529473652114541,-0.2071673701664334,-0.2768052875366609,-0.25081686771667727
501,2019.0,18.0,-0.9552787260811904,Johnny Cueto,Giants,33.0,13.0,5.06,1.25,0.0,1.0,-0.7253905227784168,-0.10847089904474334,-0.4479871358720784,-0.2768052875366609,-0.5095409506829345
502,2019.0,27.0,-0.9555083252230356,Clay Buchholz,Blue Jays,34.0,39.0,6.56,1.4915254237288136,0.0,2.0,-0.24601925103708233,0.25760384069698455,-0.07573692176436951,-0.2768052875366609,-0.25081686771667727
503,2019.0,40.0,-0.9612698349560101,JT Chargois,Dodgers,28.0,28.0,6.33,1.2322274881516586,0.0,1.0,-0.44883017369687767,0.20147238060325304,-0.47537895756371595,-0.2768052875366609,-0.5095409506829345
