Roto_Rank_Pit,Season,Points,Total_Z,Name,Team,Age,K,ERA,WHIP,Saves,Wins,K_zscore,ERA_zscore,WHIP_zscore,Saves_zscore,Wins_zscore
126,2019.0,104.0,2.8582761598726645,Joe Jimenez,Tigers,24.0,82.0,4.37,1.3344594594594594,9.0,4.0,0.5467870829966631,-0.2768652793259381,-0.31781428954470275,1.4501782097895235,0.26663129821583725
127,2019.0,191.0,2.8487509916682763,Will Harris,Astros,34.0,62.0,1.5,0.9333333333333333,4.0,4.0,0.17803995088794433,-0.9772882813651108,-0.9360485277021855,0.49074293349719883,0.26663129821583725
128,2019.0,204.0,2.844423239215862,Tyler Glasnow,Rays,25.0,76.0,1.78,0.8970099667774086,0.0,6.0,0.4361629433640475,-0.9089543299466548,-0.992031789293469,-0.2768052875366609,0.7840794641483517
129,2019.0,217.0,2.805186740160523,David Price,Red Sox,33.0,128.0,4.28,1.3165266106442577,0.0,7.0,1.3949054868467163,-0.2988297637104417,-0.3454532300254172,-0.2768052875366609,1.0428035471146089
130,2019.0,208.0,2.7961218536688786,Julio Urias,Dodgers,22.0,85.0,2.49,1.0858585858585859,4.0,4.0,0.602099152812971,-0.7356789531355703,-0.7009695160073014,0.49074293349719883,0.26663129821583725
131,2019.0,121.0,2.774103597913814,Adam Ottavino,Yankees,33.0,88.0,1.9,1.3161875945537067,2.0,6.0,0.6574112226292788,-0.8796683507673166,-0.3459757373885976,0.10696882298026894,0.7840794641483517
132,2019.0,130.0,2.756365596412188,Pedro Baez,Dodgers,31.0,69.0,3.1,0.9537572254335259,1.0,7.0,0.3071014471259959,-0.5868085589739344,-0.9045702754758447,-0.08491823227819599,1.0428035471146089
133,2019.0,159.0,2.751329151882401,Nick Anderson,- - -,28.0,110.0,3.32,1.0769230769230769,1.0,5.0,1.0630330679488695,-0.5331175971451476,-0.7147413378844852,-0.08491823227819599,0.5253553811820946
134,2019.0,108.0,2.7345790816969173,Matt Barnes,Red Sox,29.0,110.0,3.78,1.388455538221529,4.0,5.0,1.0630330679488695,-0.4208546769576844,-0.23459302211107,0.49074293349719883,0.5253553811820946
135,2019.0,94.0,2.731026048309648,Greg Holland,Diamondbacks,33.0,41.0,4.54,1.3920454545454544,17.0,1.0,-0.20914453782621045,-0.2353768088218756,-0.22906007613967413,2.985274651857243,-0.5095409506829345
136,2019.0,196.0,2.6936535649120543,Felix Pena,Angels,29.0,101.0,4.58,1.186264308012487,0.0,8.0,0.897096858499946,-0.22561481576209616,-0.5462195481058065,-0.2768052875366609,1.3015276300808662
137,2019.0,202.0,2.6822258339130887,Mike Foltynewicz,Braves,27.0,105.0,4.54,1.2478632478632479,0.0,8.0,0.9708462849216898,-0.2353768088218756,-0.45128039762531796,-0.2768052875366609,1.3015276300808662
138,2019.0,208.0,2.6557241583271214,Trent Thornton,Blue Jays,25.0,149.0,4.84,1.4081765087605451,0.0,6.0,1.782089975560871,-0.16216186087353004,-0.20419814528102959,-0.2768052875366609,0.7840794641483517
139,2019.0,201.0,2.6545275590716297,Brad Keller,Royals,23.0,122.0,4.19,1.3567534827377348,0.0,7.0,1.2842813472141006,-0.32079424809494533,-0.2834537041846358,-0.2768052875366609,1.0428035471146089
140,2019.0,148.0,2.5989322999383533,Blake Parker,- - -,34.0,65.0,4.55,1.227495908346972,10.0,3.0,0.23335202070425215,-0.2329363105569308,-0.4826714883796019,1.6420652650479883,0.007907215249580005
141,2019.0,219.0,2.5970635278628063,Jason Vargas,- - -,36.0,124.0,4.51,1.3672922252010724,0.0,7.0,1.3211560604249726,-0.2426983036167102,-0.26721090424317595,-0.2768052875366609,1.0428035471146089
142,2019.0,212.0,2.5949920732626124,Adrian Houser,Brewers,26.0,117.0,3.72,1.2421242124212422,0.0,6.0,1.192094564186921,-0.43549766654735345,-0.4601256659166473,-0.2768052875366609,0.7840794641483517
143,2019.0,200.0,2.577080847306852,Giovanny Gallegos,Cardinals,27.0,93.0,2.31,0.8108108108108109,1.0,3.0,0.7495980056564585,-0.7796079219045777,-1.1248859367744317,-0.08491823227819599,0.007907215249580005
144,2019.0,178.0,2.572029083205603,Vince Velasquez,Phillies,27.0,130.0,4.91,1.3919726729291204,0.0,7.0,1.431780200057588,-0.14507837301891602,-0.22917225055115076,-0.2768052875366609,1.0428035471146089
145,2019.0,216.0,2.570411634953484,Zach Plesac,Indians,24.0,88.0,3.81,1.2326388888888888,0.0,8.0,0.6574112226292788,-0.4135331821628498,-0.4747448876171501,-0.2768052875366609,1.3015276300808662
146,2019.0,109.0,2.5625376638810744,Steve Cishek,Cubs,33.0,57.0,2.95,1.203125,7.0,4.0,0.08585316786076462,-0.6234160329481071,-0.5202330655837719,1.0664040992725936,0.26663129821583725
147,2019.0,206.0,2.555732392057923,Danny Duffy,Royals,30.0,115.0,4.34,1.3133640552995394,0.0,7.0,1.1552198509760492,-0.28418677412077264,-0.35032750738315294,-0.2768052875366609,1.0428035471146089
148,2019.0,96.0,2.5396315445537128,Shawn Kelley,Rangers,35.0,43.0,4.94,1.4012738853503184,11.0,5.0,-0.17226982461533855,-0.1377568782240814,-0.21483678945642223,1.8339523203064532,0.5253553811820946
149,2019.0,198.0,2.523109481219198,Trevor Richards,- - -,26.0,127.0,4.06,1.3545521835677277,0.0,6.0,1.3764681302412805,-0.3525207255392286,-0.28684644882699833,-0.2768052875366609,0.7840794641483517
150,2019.0,155.0,2.5188099513421296,Nick Wittgren,Indians,28.0,60.0,2.81,1.083916083916084,4.0,5.0,0.14116523767707245,-0.6575830086573351,-0.7039633903284283,0.49074293349719883,0.5253553811820946
151,2019.0,158.0,2.46513691435362,Trevor May,Twins,29.0,79.0,2.94,1.076443057722309,2.0,5.0,0.4914750131803553,-0.625856531213052,-0.7154811657978493,0.10696882298026894,0.5253553811820946
152,2019.0,181.0,2.4412713702778417,Brad Peacock,Astros,31.0,96.0,4.12,1.1951754385964912,0.0,7.0,0.8049100754727663,-0.3378777359495594,-0.5324852992775678,-0.2768052875366609,1.0428035471146089
153,2019.0,172.0,2.424730695002119,Dallas Keuchel,Braves,31.0,91.0,3.75,1.3725490196078431,0.0,8.0,0.7127232924455866,-0.42817617175251893,-0.2591088882598078,-0.2768052875366609,1.3015276300808662
154,2019.0,203.0,2.4049207654258344,Yusmeiro Petit,Athletics,34.0,71.0,2.71,0.8072289156626506,0.0,5.0,0.3439761603368678,-0.6819879913067836,-1.1304065201367495,-0.2768052875366609,0.5253553811820946
155,2019.0,172.0,2.3933220536322546,Jake Arrieta,Phillies,33.0,110.0,4.64,1.4792899408284026,0.0,8.0,1.0630330679488695,-0.21097182617242713,-0.09459481696675287,-0.2768052875366609,1.3015276300808662
156,2019.0,163.0,2.383743718225406,Michael Lorenzen,Reds,27.0,85.0,2.92,1.1552346570397112,7.0,1.0,0.602099152812971,-0.6307375277429417,-0.5940438890798342,1.0664040992725936,-0.5095409506829345
157,2019.0,158.0,2.3786471058922345,Oliver Drake,Rays,32.0,70.0,3.21,0.9821428571428571,2.0,5.0,0.32553880373143185,-0.5599630780595409,-0.8608210199388984,0.10696882298026894,0.5253553811820946
158,2019.0,164.0,2.3563075643686413,Matt Strahm,Padres,27.0,118.0,4.71,1.2521891418563922,0.0,6.0,1.2105319207923568,-0.1938883383178131,-0.44461312864678054,-0.2768052875366609,0.7840794641483517
159,2019.0,166.0,2.340318497401719,Tyler Duffey,Twins,28.0,82.0,2.5,1.013986013986014,0.0,5.0,0.5467870829966631,-0.7332384548706256,-0.8117428658889967,-0.2768052875366609,0.5253553811820946
160,2019.0,75.0,2.309885458242394,Andrew Miller,Cardinals,34.0,70.0,4.45,1.3284132841328413,6.0,5.0,0.32553880373143185,-0.2573412932063792,-0.32713293610835986,0.8745170440141287,0.5253553811820946
161,2019.0,160.0,2.291583206704243,Freddy Peralta,Brewers,23.0,115.0,5.29,1.4588235294117646,1.0,7.0,1.1552198509760492,-0.05233943895101163,-0.12613860194076945,-0.08491823227819599,1.0428035471146089
162,2019.0,105.0,2.2546841622407974,Jairo Diaz,Rockies,28.0,63.0,4.53,1.311188811188811,5.0,6.0,0.19647730749338027,-0.2378173070868204,-0.3536800947565813,0.6826299887556637,0.7840794641483517
163,2019.0,104.0,2.2546609712488834,Ty Buttrey,Angels,26.0,84.0,3.98,1.2760055478502081,2.0,6.0,0.583661796207535,-0.37204471165878733,-0.4079061762539404,0.10696882298026894,0.7840794641483517
164,2019.0,99.0,2.2092217243772363,Matt Albers,Brewers,36.0,57.0,5.13,1.385135135135135,4.0,8.0,0.08585316786076462,-0.09138741119012932,-0.2397105817482774,0.49074293349719883,1.3015276300808662
165,2019.0,117.0,2.1662118202868457,Ryan Pressly,Astros,30.0,72.0,2.32,0.9057301293900185,3.0,2.0,0.3624135169423037,-0.7771674236396329,-0.9785918691828525,0.29885587823873383,-0.25081686771667727
166,2019.0,165.0,2.1229232798924524,Alex Young,Diamondbacks,25.0,71.0,3.56,1.1913357400722022,0.0,7.0,0.3439761603368678,-0.4745456387864711,-0.5384032211911652,-0.2768052875366609,1.0428035471146089
167,2019.0,155.0,2.102646677432916,Trevor Williams,Pirates,27.0,113.0,5.38,1.418732782369146,0.0,7.0,1.1183451377651774,-0.030374954566507996,-0.1879283255232827,-0.2768052875366609,1.0428035471146089
168,2019.0,160.0,2.0169684226323854,Chad Green,Yankees,28.0,98.0,4.17,1.2318840579710144,2.0,4.0,0.8417847886836383,-0.32567524462483516,-0.47590826812780546,0.10696882298026894,0.26663129821583725
169,2019.0,86.0,2.000283342117971,Colin Poche,Rays,25.0,72.0,4.7,1.015625,2.0,5.0,0.3624135169423037,-0.1963288365827579,-0.8092167844305459,0.10696882298026894,0.5253553811820946
170,2019.0,132.0,1.9655694240011532,Trevor Gott,Giants,26.0,57.0,4.44,1.1111111111111112,1.0,7.0,0.08585316786076462,-0.259781791471324,-0.6620491498326516,-0.08491823227819599,1.0428035471146089
171,2019.0,76.0,1.9629649247933327,Brent Suter,Brewers,29.0,15.0,0.49,0.6077348066298343,0.0,4.0,-0.6885158095675449,-1.2237786061245408,-1.4378761175571604,-0.2768052875366609,0.26663129821583725
172,2019.0,119.0,1.9627938980781854,Matt Magill,- - -,29.0,64.0,4.09,1.4143426294820716,5.0,5.0,0.2149146640988162,-0.34519923074439396,-0.19469463329721698,0.6826299887556637,0.5253553811820946
173,2019.0,136.0,1.950925758471994,Sam Dyson,- - -,31.0,55.0,3.32,1.0628019323671498,2.0,5.0,0.048978454649892735,-0.5331175971451476,-0.7365055025145901,0.10696882298026894,0.5253553811820946
174,2019.0,145.0,1.9444919512957928,Tyler Skaggs,Angels,27.0,78.0,4.29,1.2752525252525253,0.0,7.0,0.47303765657491936,-0.2963892654454969,-0.4090667696974286,-0.2768052875366609,1.0428035471146089
175,2019.0,66.0,1.8864880912383095,Wander Suero,Nationals,27.0,81.0,4.54,1.2658227848101267,1.0,6.0,0.5283497263912272,-0.2353768088218756,-0.42360032415505094,-0.08491823227819599,0.7840794641483517
176,2019.0,45.0,1.8519118881845207,Pedro Strop,Cubs,34.0,49.0,4.97,1.2864077669902911,10.0,2.0,-0.06164568498272291,-0.130435383429247,-0.3918737924066856,1.6420652650479883,-0.25081686771667727
177,2019.0,138.0,1.850273232114399,Carlos Carrasco,Indians,32.0,96.0,5.29,1.35,1.0,6.0,0.8049100754727663,-0.05233943895101163,-0.2938624858204655,-0.08491823227819599,0.7840794641483517
178,2019.0,139.0,1.8467470739097573,Joshua James,Astros,26.0,100.0,4.7,1.32569558101473,1.0,5.0,0.8786595018945101,-0.1963288365827579,-0.3313215865285908,-0.08491823227819599,0.5253553811820946
179,2019.0,129.0,1.8423344352167115,Sean Newcomb,Braves,26.0,65.0,3.16,1.3215859030837005,1.0,6.0,0.23335202070425215,-0.5721655693842652,-0.33765561325803833,-0.08491823227819599,0.7840794641483517
180,2019.0,140.0,1.8340708493657822,Spencer Turnbull,Tigers,26.0,146.0,4.61,1.438217420661715,0.0,3.0,1.7267779057445634,-0.21829332096726153,-0.15789769494103806,-0.2768052875366609,0.007907215249580005
181,2019.0,188.0,1.8334324381227691,Ross Stripling,Dodgers,29.0,93.0,3.47,1.1529933481152992,0.0,4.0,0.7495980056564585,-0.49651012317097476,-0.5974982986161598,-0.2768052875366609,0.26663129821583725
182,2019.0,125.0,1.804891094018484,Zack Britton,Yankees,31.0,53.0,1.91,1.1456628477905073,3.0,3.0,0.012103741439020854,-0.8772278525023718,-0.6087964065887775,0.29885587823873383,0.007907215249580005
183,2019.0,105.0,1.7864830115304633,Sean Manaea,Athletics,27.0,30.0,1.21,0.7876712328767124,0.0,4.0,-0.4119554604860058,-1.0480627310485116,-1.1605497302887813,-0.2768052875366609,0.26663129821583725
184,2019.0,154.0,1.7789669313558718,Adam Plutko,Indians,27.0,78.0,4.86,1.2923923006416134,0.0,7.0,0.47303765657491936,-0.15728086434364022,-0.38265015085936416,-0.2768052875366609,1.0428035471146089
185,2019.0,155.0,1.7719652513168007,Griffin Canning,Angels,23.0,96.0,4.58,1.2208657047724751,0.0,5.0,0.8049100754727663,-0.22561481576209616,-0.4928902664365048,-0.2768052875366609,0.5253553811820946
186,2019.0,132.0,1.7688075024877397,Tyler Chatwood,Cubs,29.0,74.0,3.76,1.3385826771653542,2.0,5.0,0.3992882301531756,-0.42573567348757413,-0.31145939468462636,0.10696882298026894,0.5253553811820946
187,2019.0,158.0,1.7462198489344516,Jalen Beeks,Rays,25.0,89.0,4.31,1.48895292987512,1.0,6.0,0.6758485792347148,-0.29150826891560727,-0.07970176891397389,-0.08491823227819599,0.7840794641483517
188,2019.0,158.0,1.74312827013791,Drew Pomeranz,- - -,30.0,137.0,4.85,1.4326923076923077,2.0,2.0,1.5608416962956397,-0.15972136260858524,-0.16641325597009346,0.10696882298026894,-0.25081686771667727
189,2019.0,160.0,1.7265712656555974,Andrew Heaney,Angels,28.0,118.0,4.91,1.2933753943217667,0.0,4.0,1.2105319207923568,-0.14507837301891602,-0.3811349611651483,-0.2768052875366609,0.26663129821583725
190,2019.0,4.0,1.7261991593945756,Matt Ramsey,Angels,29.0,1.0,0.0,0.0,0.0,0.0,-0.9466388020436481,-1.3433630211068386,-2.374545261517238,-0.2768052875366609,-0.7682650336491917
191,2019.0,4.0,1.7261991593945756,Sean Rodriguez,Phillies,34.0,1.0,0.0,0.0,0.0,0.0,-0.9466388020436481,-1.3433630211068386,-2.374545261517238,-0.2768052875366609,-0.7682650336491917
192,2019.0,100.0,1.7257394210158825,Buck Farmer,Tigers,28.0,73.0,3.72,1.2797619047619047,0.0,6.0,0.38085087354773967,-0.43549766654735345,-0.40211670430909857,-0.2768052875366609,0.7840794641483517
193,2019.0,162.0,1.7244204254704179,Rich Hill,Dodgers,39.0,72.0,2.45,1.134020618556701,0.0,4.0,0.3624135169423037,-0.7454409461953497,-0.6267399516535881,-0.2768052875366609,0.26663129821583725
194,2019.0,147.0,1.7238623993530744,Yusei Kikuchi,Mariners,28.0,116.0,5.46,1.5198511166253104,0.0,6.0,1.173657207581485,-0.010850968446949159,-0.03208004671294931,-0.2768052875366609,0.7840794641483517
195,2019.0,3.0,1.7077618027891401,Jesus Sucre,Orioles,31.0,0.0,0.0,0.0,0.0,0.0,-0.965076158649084,-1.3433630211068386,-2.374545261517238,-0.2768052875366609,-0.7682650336491917
196,2019.0,3.0,1.7077618027891401,Caleb Joseph,Diamondbacks,33.0,0.0,0.0,0.0,0.0,0.0,-0.965076158649084,-1.3433630211068386,-2.374545261517238,-0.2768052875366609,-0.7682650336491917
197,2019.0,3.0,1.7077618027891401,Jacob Stallings,Pirates,29.0,0.0,0.0,0.0,0.0,0.0,-0.965076158649084,-1.3433630211068386,-2.374545261517238,-0.2768052875366609,-0.7682650336491917
198,2019.0,3.0,1.7077618027891401,A.J. Reed,White Sox,26.0,0.0,0.0,0.0,0.0,0.0,-0.965076158649084,-1.3433630211068386,-2.374545261517238,-0.2768052875366609,-0.7682650336491917
199,2019.0,2.0,1.7077618027891401,Pablo Sandoval,Giants,32.0,0.0,0.0,0.0,0.0,0.0,-0.965076158649084,-1.3433630211068386,-2.374545261517238,-0.2768052875366609,-0.7682650336491917
200,2019.0,6.0,1.7077618027891401,Kevin Plawecki,Indians,28.0,0.0,0.0,0.0,0.0,0.0,-0.965076158649084,-1.3433630211068386,-2.374545261517238,-0.2768052875366609,-0.7682650336491917
201,2019.0,127.0,1.6901809971249415,Adam Kolarek,- - -,30.0,45.0,3.27,1.1636363636363636,1.0,6.0,-0.13539511140446667,-0.5453200884698719,-0.5810947881893804,-0.08491823227819599,0.7840794641483517
202,2019.0,170.0,1.680113310228002,Zac Gallen,- - -,23.0,96.0,2.81,1.225,0.0,3.0,0.8049100754727663,-0.6575830086573351,-0.48651829838498145,-0.2768052875366609,0.007907215249580005
203,2019.0,143.0,1.6722925349991598,Noe Ramirez,Angels,29.0,79.0,3.99,1.1755952380952381,0.0,5.0,0.4914750131803553,-0.3696042133938424,-0.5626632147795283,-0.2768052875366609,0.5253553811820946
204,2019.0,162.0,1.6687009149868461,Chris Archer,Pirates,30.0,143.0,5.19,1.4177852348993287,0.0,3.0,1.6714658359282555,-0.07674442160046008,-0.1893887297452115,-0.2768052875366609,0.007907215249580005
205,2019.0,110.0,1.646568153009714,Justin Wilson,Mets,31.0,44.0,2.54,1.3333333333333333,4.0,4.0,-0.1538324680099026,-0.7234764618108461,-0.3195499274957345,0.49074293349719883,0.26663129821583725
206,2019.0,167.0,1.639250662138626,Daniel Norris,Tigers,26.0,125.0,4.49,1.332408049965302,0.0,3.0,1.3395934170304085,-0.2475793001465998,-0.32097601724869856,-0.2768052875366609,0.007907215249580005
207,2019.0,153.0,1.6382651548160734,Luke Weaver,Diamondbacks,25.0,69.0,2.94,1.076443057722309,0.0,4.0,0.3071014471259959,-0.625856531213052,-0.7154811657978493,-0.2768052875366609,0.26663129821583725
208,2019.0,135.0,1.6366171272622283,Cal Quantrill,Padres,24.0,89.0,5.16,1.3009708737864079,0.0,6.0,0.6758485792347148,-0.08406591639529469,-0.36942845502052807,-0.2768052875366609,0.7840794641483517
209,2019.0,58.0,1.6121440008760048,Antonio Senzatela,Rockies,24.0,76.0,6.71,1.7552334943639292,0.0,11.0,0.4361629433640475,0.2942113146711574,0.33070221925986226,-0.2768052875366609,2.077699878979638
210,2019.0,68.0,1.5994969983053153,Anthony Bass,Mariners,31.0,43.0,3.56,0.9791666666666666,5.0,2.0,-0.17226982461533855,-0.4745456387864711,-0.8654080630951964,0.6826299887556637,-0.25081686771667727
211,2019.0,147.0,1.597793713420892,Michael Wacha,Cardinals,27.0,104.0,4.76,1.5689381933438986,0.0,6.0,0.9524089283162539,-0.18168584699308887,0.04357523850014153,-0.2768052875366609,0.7840794641483517
212,2019.0,149.0,1.59629788267932,Pablo Lopez,Marlins,23.0,95.0,5.09,1.2421242124212422,0.0,5.0,0.7864727188673304,-0.10114940424990873,-0.4601256659166473,-0.2768052875366609,0.5253553811820946
213,2019.0,141.0,1.5931334654865335,CC Sabathia,Yankees,38.0,107.0,4.95,1.4098972922502335,0.0,5.0,1.0077209981325617,-0.1353163799591366,-0.2015459937494014,-0.2768052875366609,0.5253553811820946
214,2019.0,155.0,1.5815761814107867,Tommy Milone,Mariners,32.0,94.0,4.76,1.1241007194244603,0.0,4.0,0.7680353622618944,-0.18168584699308887,-0.642028961476627,-0.2768052875366609,0.26663129821583725
215,2019.0,152.0,1.5799810238757468,Tyler Mahle,Reds,24.0,129.0,5.14,1.3157894736842106,0.0,3.0,1.4133428434521522,-0.08894691292518452,-0.3465893397854909,-0.2768052875366609,0.007907215249580005
216,2019.0,87.0,1.5749482230535847,Jacob Webb,Braves,25.0,28.0,1.39,1.1214953271028036,2.0,4.0,-0.44883017369687767,-1.0041337622795041,-0.646044513274852,0.10696882298026894,0.26663129821583725
217,2019.0,109.0,1.571134633012229,Tommy Kahnle,Yankees,29.0,88.0,3.67,1.0638297872340425,0.0,3.0,0.6574112226292788,-0.4477001578720778,-0.7349213247979532,-0.2768052875366609,0.007907215249580005
218,2019.0,130.0,1.5660932622009067,Tyler Beede,Giants,26.0,113.0,5.08,1.4786324786324787,0.0,5.0,1.1183451377651774,-0.10358990251485353,-0.09560812827544221,-0.2768052875366609,0.5253553811820946
219,2019.0,122.0,1.5111883374849069,Chris Martin,- - -,33.0,65.0,3.4,1.0326086956521738,4.0,1.0,0.23335202070425215,-0.5135936110255888,-0.783040722940802,0.49074293349719883,-0.5095409506829345
220,2019.0,179.0,1.5077924591204162,Sam Gaviglio,Blue Jays,29.0,88.0,4.61,1.1239495798319328,0.0,4.0,0.6574112226292788,-0.21829332096726153,-0.6422619048446996,-0.2768052875366609,0.26663129821583725
221,2019.0,78.0,1.4991349275519072,Ryan Brasier,Red Sox,31.0,61.0,4.85,1.3043478260869565,7.0,2.0,0.1596025942825084,-0.15972136260858524,-0.36422373910489747,1.0664040992725936,-0.25081686771667727
222,2019.0,93.0,1.48790911712417,Kevin Ginkel,Diamondbacks,25.0,28.0,1.48,0.9958506224066389,2.0,3.0,-0.44883017369687767,-0.9821692778950005,-0.8396939746961982,0.10696882298026894,0.007907215249580005
223,2019.0,151.0,1.4841808514605996,Dinelson Lamet,Padres,26.0,105.0,4.07,1.2602739726027397,0.0,3.0,0.9708462849216898,-0.35008022727428356,-0.4321524115517073,-0.2768052875366609,0.007907215249580005
224,2019.0,108.0,1.4818376337118802,Amir Garrett,Reds,27.0,78.0,3.21,1.4107142857142858,0.0,5.0,0.47303765657491936,-0.5599630780595409,-0.20028680543198626,-0.2768052875366609,0.5253553811820946
225,2019.0,122.0,1.4512666150500713,Robert Stephenson,Reds,26.0,81.0,3.76,1.043613707165109,0.0,3.0,0.5283497263912272,-0.42573567348757413,-0.7660792874583509,-0.2768052875366609,0.007907215249580005
226,2019.0,144.0,1.4399437472015002,Wilmer Font,- - -,29.0,95.0,4.48,1.272294887039239,0.0,4.0,0.7864727188673304,-0.2500197984115446,-0.4136252192434489,-0.2768052875366609,0.26663129821583725
227,2019.0,99.0,1.4048698114907243,Zack Littell,Twins,23.0,32.0,2.68,1.162162162162162,0.0,6.0,-0.3750807472751339,-0.6893094861016181,-0.5833668960525492,-0.2768052875366609,0.7840794641483517
228,2019.0,140.0,1.3922460421236231,Jordan Yamamoto,Marlins,23.0,82.0,4.46,1.1508951406649617,0.0,4.0,0.5467870829966631,-0.2549007949414344,-0.6007321535063493,-0.2768052875366609,0.26663129821583725
229,2019.0,93.0,1.3820432889966705,Jared Hughes,- - -,33.0,54.0,4.04,1.1814345991561181,1.0,5.0,0.030541098044456795,-0.3574017220691182,-0.5536633199791968,-0.08491823227819599,0.5253553811820946
230,2019.0,144.0,1.3760114174674238,John Brebbia,Cardinals,29.0,87.0,3.59,1.1911357340720221,0.0,3.0,0.6389738660238429,-0.4672241439916366,-0.538711479739025,-0.2768052875366609,0.007907215249580005
231,2019.0,101.0,1.3267930047811762,Matt Andriese,Diamondbacks,29.0,79.0,4.71,1.4102564102564101,1.0,5.0,0.4914750131803553,-0.1938883383178131,-0.20099250437910937,-0.08491823227819599,0.5253553811820946
232,2019.0,120.0,1.322856715511632,Wade LeBlanc,Mariners,34.0,92.0,5.71,1.453344343517754,0.0,6.0,0.7311606490510225,0.05016148817667215,-0.1345833780255907,-0.2768052875366609,0.7840794641483517
233,2019.0,104.0,1.3218837296558912,Tony Gonsolin,Dodgers,25.0,37.0,2.93,1.025,1.0,4.0,-0.2828939642479542,-0.6282970294779968,-0.7947675984882073,-0.08491823227819599,0.26663129821583725
234,2019.0,116.0,1.3193635846944143,Adrian Sampson,Rangers,27.0,101.0,5.89,1.5347721822541966,0.0,6.0,0.897096858499946,0.09409045694567943,-0.009083006528456842,-0.2768052875366609,0.7840794641483517
235,2019.0,110.0,1.3114353639064402,Brandon Kintzler,Cubs,34.0,48.0,2.68,1.0350877192982457,1.0,3.0,-0.08008304158815885,-0.6893094861016181,-0.7792199364215969,-0.08491823227819599,0.007907215249580005
236,2019.0,115.0,1.301782135188629,Cam Bedrosian,Angels,27.0,64.0,3.23,1.1456628477905073,1.0,3.0,0.2149146640988162,-0.5550820815296513,-0.6087964065887775,-0.08491823227819599,0.007907215249580005
237,2019.0,92.0,1.2717276276433598,Ariel Jurado,Rangers,23.0,81.0,5.81,1.506961506961507,0.0,7.0,0.5283497263912272,0.0745664708261206,-0.05194611250030511,-0.2768052875366609,1.0428035471146089
238,2019.0,106.0,1.2633655854617576,Aaron Brooks,- - -,29.0,82.0,5.65,1.3818181818181818,0.0,6.0,0.5467870829966631,0.035518498587003136,-0.24482282444040696,-0.2768052875366609,0.7840794641483517
239,2019.0,35.0,1.2571994120316128,Matt Moore,Tigers,30.0,9.0,0.0,0.4,0.0,0.0,-0.7991399492001605,-1.3433630211068386,-1.7580466613107872,-0.2768052875366609,-0.7682650336491917
240,2019.0,96.0,1.2383136297579815,Joakim Soria,Athletics,35.0,79.0,4.3,1.0289855072463767,1.0,2.0,0.4914750131803553,-0.2939487671805521,-0.7886249493919474,-0.08491823227819599,-0.25081686771667727
241,2019.0,92.0,1.2243911065551392,Francisco Liriano,Pirates,35.0,63.0,3.47,1.3571428571428572,0.0,5.0,0.19647730749338027,-0.49651012317097476,-0.2828535822453503,-0.2768052875366609,0.5253553811820946
242,2019.0,109.0,1.221690440394256,Ranger Suarez,Phillies,23.0,42.0,3.14,1.3278008298755186,0.0,6.0,-0.1907071812207745,-0.5770465659141549,-0.3280768790891847,-0.2768052875366609,0.7840794641483517
243,2019.0,127.0,1.2123834898970733,Nick Ramirez,Tigers,29.0,74.0,4.07,1.4015151515151514,0.0,5.0,0.3992882301531756,-0.35008022727428356,-0.21446493882418044,-0.2768052875366609,0.5253553811820946
244,2019.0,127.0,1.196507703265273,Collin McHugh,Astros,32.0,82.0,4.7,1.2398921832884096,0.0,4.0,0.5467870829966631,-0.1963288365827579,-0.4635657730066756,-0.2768052875366609,0.26663129821583725
245,2019.0,18.0,1.1955381934570544,Tommy Hunter,Phillies,32.0,5.0,0.0,0.3921568627450981,0.0,0.0,-0.8728893756219043,-1.3433630211068386,-1.7701348691579724,-0.2768052875366609,-0.7682650336491917
246,2019.0,69.0,1.1801400458373188,Aaron Sanchez,- - -,26.0,115.0,5.89,1.6247139588100687,0.0,5.0,1.1552198509760492,0.09409045694567943,0.12953944183848454,-0.2768052875366609,0.5253553811820946
247,2019.0,106.0,1.1784719516039714,Casey Sadler,- - -,28.0,31.0,2.14,1.1713665943600868,1.0,4.0,-0.39351810388056985,-0.8210963924086402,-0.5691805971382597,-0.08491823227819599,0.26663129821583725
248,2019.0,111.0,1.1770902530163838,Drew Smyly,- - -,30.0,120.0,6.24,1.587719298245614,1.0,4.0,1.2474066340032288,0.1795078962187494,0.07252155070573679,-0.08491823227819599,0.26663129821583725
249,2019.0,88.0,1.1769191020226284,Matt Shoemaker,Blue Jays,32.0,24.0,1.57,0.8865248226950355,0.0,3.0,-0.5225796001186215,-0.9602047935104967,-1.008191980917834,-0.2768052875366609,0.007907215249580005
250,2019.0,113.0,1.1642291837967296,Michael Feliz,Pirates,26.0,73.0,3.99,1.2655971479500892,0.0,4.0,0.38085087354773967,-0.3696042133938424,-0.4239480861759712,-0.2768052875366609,0.26663129821583725
251,2019.0,122.0,1.1442837281323441,Aaron Civale,Indians,24.0,46.0,2.34,1.048951048951049,0.0,3.0,-0.11695775479903074,-0.7722864271097432,-0.7578531281087125,-0.2768052875366609,0.007907215249580005
252,2019.0,83.0,1.122540236978053,Jorge Lopez,Royals,26.0,109.0,6.33,1.4772727272727273,1.0,4.0,1.0445957113434337,0.20147238060325304,-0.09770384030023112,-0.08491823227819599,0.26663129821583725
