Rank,Season_bat,Total_Points,Name_bat,Team_bat,Age_bat,Points_bat,G_bat,PA_bat,AB_bat,AVG_bat,H_bat,1B_bat,2B_bat,3B_bat,HR_bat,R_bat,RBI_bat,BB_bat,IBB_bat,SO_bat,HBP_bat,SB_bat,CS_bat,Pitches_bat,Season_pit,Name_pit,Team_pit,Age_pit,Points_pit,W_pit,L_pit,ERA_pit,ER_pit,WAR_pit,G_pit,GS_pit,CG_pit,ShO_pit,SV_pit,BS_pit,IP_pit,H_pit,R_pit,HR_pit,BB_pit,IBB_pit,HBP_pit,BK_pit,SO_pit,TBF_pit,Pitches_pit
271,2002.0,254.0,Kevin Mench,Rangers,24.0,254.0,110.0,412.0,366.0,0.26,95.0,58.0,20.0,2.0,15.0,52.0,60.0,31.0,0.0,83.0,8.0,1.0,1.0,1632.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,2002.0,253.59999999999994,Miguel Batista,Diamondbacks,31.0,-3.0,36.0,56.0,51.0,0.157,8.0,5.0,2.0,0.0,1.0,5.0,2.0,3.0,0.0,28.0,0.0,0.0,0.0,212.0,2002.0,Miguel Batista,Diamondbacks,31.0,256.5999999999999,8.0,9.0,4.29,88.0,3.1,36.0,29.0,1.0,0.0,0.0,0.0,184.2,172.0,99.0,12.0,70.0,3.0,6.0,2.0,112.0,790.0,2804.0
273,2002.0,252.0,Bobby Kielty,Twins,25.0,252.0,112.0,348.0,289.0,0.29100000000000004,84.0,55.0,14.0,3.0,12.0,49.0,46.0,52.0,4.0,66.0,5.0,4.0,1.0,1430.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,2002.0,251.0,Jon Lieber,Cubs,32.0,1.0,21.0,48.0,43.0,0.163,7.0,6.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,164.0,2002.0,Jon Lieber,Cubs,32.0,250.0,6.0,8.0,3.7,58.0,3.1,21.0,21.0,3.0,0.0,0.0,0.0,141.0,153.0,64.0,15.0,12.0,2.0,1.0,0.0,87.0,582.0,1939.0
275,2002.0,251.0,Jerry Hairston,Orioles,26.0,251.0,122.0,479.0,426.0,0.268,114.0,81.0,25.0,3.0,5.0,55.0,32.0,34.0,0.0,55.0,7.0,21.0,6.0,1825.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,2002.0,249.29999999999995,Dan Wright,White Sox,24.0,-2.0,33.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,19.0,2002.0,Dan Wright,White Sox,24.0,251.29999999999995,14.0,12.0,5.18,113.0,1.7,33.0,33.0,1.0,1.0,0.0,0.0,196.1,200.0,124.0,32.0,71.0,1.0,6.0,1.0,136.0,855.0,3148.0
277,2002.0,249.0,Nick Johnson,Yankees,23.0,249.0,129.0,441.0,378.0,0.243,92.0,62.0,15.0,0.0,15.0,56.0,58.0,48.0,5.0,98.0,12.0,1.0,3.0,1830.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,2002.0,249.0,Jeffrey Hammonds,Brewers,31.0,249.0,128.0,510.0,448.0,0.257,115.0,75.0,26.0,5.0,9.0,47.0,41.0,52.0,0.0,86.0,2.0,4.0,5.0,1945.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,2002.0,249.0,Mark McLemore,Mariners,37.0,249.0,104.0,407.0,337.0,0.27,91.0,65.0,17.0,2.0,7.0,54.0,41.0,61.0,1.0,63.0,1.0,18.0,10.0,1639.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,2002.0,246.3,D'Angelo Jimenez,- - -,24.0,243.0,114.0,482.0,429.0,0.252,108.0,82.0,15.0,7.0,4.0,61.0,44.0,50.0,1.0,73.0,1.0,6.0,3.0,1979.0,2002.0,D'Angelo Jimenez,Padres,24.0,3.3000000000000003,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0
281,2002.0,246.0,Brad Ausmus,Astros,33.0,246.0,130.0,496.0,447.0,0.257,115.0,87.0,19.0,3.0,6.0,57.0,50.0,38.0,3.0,71.0,6.0,2.0,3.0,1768.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,2002.0,246.0,Eric Owens,Marlins,31.0,246.0,131.0,426.0,385.0,0.27,104.0,80.0,15.0,5.0,4.0,44.0,37.0,31.0,1.0,33.0,0.0,26.0,9.0,1472.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,2002.0,245.0,Jose Vizcaino,Astros,34.0,245.0,125.0,438.0,406.0,0.303,123.0,97.0,19.0,2.0,5.0,53.0,37.0,24.0,2.0,40.0,1.0,3.0,5.0,1509.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,2002.0,245.0,Juan Uribe,Rockies,23.0,245.0,155.0,618.0,566.0,0.24,136.0,98.0,25.0,7.0,6.0,69.0,49.0,34.0,1.0,120.0,5.0,9.0,2.0,2250.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,2002.0,244.0,Neifi Perez,Royals,29.0,244.0,145.0,585.0,554.0,0.236,131.0,104.0,20.0,4.0,3.0,65.0,37.0,20.0,2.0,53.0,0.0,8.0,9.0,1860.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,2002.0,244.0,Mark Grace,Diamondbacks,38.0,244.0,124.0,348.0,298.0,0.252,75.0,49.0,19.0,0.0,7.0,43.0,48.0,46.0,6.0,30.0,1.0,2.0,0.0,1266.0,2002.0,Mark Grace,Diamondbacks,38.0,0.0,0.0,0.0,9.0,1.0,-0.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0
287,2002.0,244.0,Jeff Cirillo,Mariners,32.0,244.0,146.0,547.0,485.0,0.249,121.0,95.0,20.0,0.0,6.0,51.0,54.0,31.0,0.0,67.0,9.0,8.0,4.0,1924.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,2002.0,243.0,Lee Stevens,- - -,34.0,243.0,116.0,417.0,358.0,0.204,73.0,43.0,13.0,2.0,15.0,50.0,57.0,54.0,5.0,89.0,0.0,1.0,0.0,1567.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,2002.0,242.29999999999995,Tony Armas Jr.,Expos,24.0,-5.0,29.0,56.0,50.0,0.1,5.0,4.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,16.0,0.0,0.0,0.0,174.0,2002.0,Tony Armas Jr.,Expos,24.0,247.29999999999995,12.0,12.0,4.44,81.0,1.2,29.0,29.0,0.0,0.0,0.0,0.0,164.1,149.0,87.0,22.0,78.0,12.0,7.0,2.0,131.0,705.0,2723.0
290,2002.0,241.0,Carlos Pena,- - -,24.0,241.0,115.0,443.0,397.0,0.242,96.0,56.0,17.0,4.0,19.0,43.0,52.0,41.0,0.0,111.0,3.0,2.0,2.0,1790.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,2002.0,241.0,Dustan Mohr,Twins,26.0,241.0,120.0,417.0,383.0,0.269,103.0,66.0,23.0,2.0,12.0,55.0,45.0,31.0,3.0,86.0,1.0,6.0,3.0,1542.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,2002.0,238.0,Gary Matthews Jr.,- - -,27.0,238.0,111.0,398.0,345.0,0.275,95.0,60.0,25.0,3.0,7.0,54.0,38.0,43.0,1.0,69.0,1.0,15.0,5.0,1464.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,2002.0,238.0,J.T. Snow,Giants,34.0,238.0,143.0,494.0,422.0,0.246,104.0,70.0,26.0,2.0,6.0,47.0,53.0,59.0,5.0,90.0,7.0,0.0,0.0,1968.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,2002.0,238.0,Erubiel Durazo,Diamondbacks,27.0,238.0,76.0,276.0,222.0,0.261,58.0,28.0,12.0,2.0,16.0,46.0,48.0,49.0,2.0,60.0,2.0,0.0,1.0,1127.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,2002.0,236.29999999999995,Danys Baez,Indians,24.0,0.0,39.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2002.0,Danys Baez,Indians,24.0,236.29999999999995,10.0,11.0,4.41,81.0,2.2,39.0,26.0,1.0,0.0,6.0,2.0,165.1,160.0,84.0,14.0,82.0,5.0,9.0,1.0,130.0,726.0,2904.0
296,2002.0,235.0,Matt Stairs,Brewers,34.0,235.0,107.0,315.0,270.0,0.244,66.0,35.0,15.0,0.0,16.0,41.0,41.0,36.0,4.0,50.0,8.0,2.0,0.0,1209.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,2002.0,235.0,Rey Ordonez,Mets,31.0,235.0,144.0,499.0,460.0,0.254,117.0,89.0,25.0,2.0,1.0,53.0,42.0,24.0,11.0,46.0,2.0,2.0,2.0,1630.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,2002.0,234.0,Andy Fox,Marlins,31.0,234.0,133.0,502.0,435.0,0.251,109.0,86.0,14.0,5.0,4.0,55.0,41.0,49.0,6.0,94.0,10.0,31.0,7.0,1893.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,2002.0,234.0,Rob Mackowiak,Pirates,26.0,234.0,136.0,443.0,388.0,0.242,94.0,56.0,22.0,0.0,16.0,57.0,49.0,42.0,5.0,121.0,7.0,9.0,3.0,1693.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,2002.0,234.0,Mark Ellis,Athletics,25.0,234.0,98.0,404.0,345.0,0.272,94.0,68.0,16.0,4.0,6.0,58.0,35.0,44.0,1.0,54.0,4.0,4.0,2.0,1643.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,2002.0,233.59999999999997,Rick Helling,Diamondbacks,31.0,-2.0,30.0,61.0,46.0,0.043,2.0,2.0,0.0,0.0,0.0,3.0,1.0,8.0,0.0,16.0,1.0,0.0,0.0,238.0,2002.0,Rick Helling,Diamondbacks,31.0,235.59999999999997,10.0,12.0,4.51,88.0,1.5,30.0,30.0,0.0,0.0,0.0,0.0,175.2,180.0,94.0,31.0,48.0,6.0,6.0,1.0,120.0,751.0,2794.0
302,2002.0,233.29999999999995,Josh Fogg,Pirates,25.0,-10.0,34.0,62.0,58.0,0.121,7.0,7.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,22.0,0.0,0.0,0.0,215.0,2002.0,Josh Fogg,Pirates,25.0,243.29999999999995,12.0,12.0,4.35,94.0,0.8,33.0,33.0,0.0,0.0,0.0,0.0,194.1,199.0,102.0,28.0,69.0,12.0,8.0,0.0,113.0,832.0,2953.0
303,2002.0,231.0,Russell Branyan,- - -,26.0,231.0,134.0,435.0,378.0,0.228,86.0,48.0,13.0,1.0,24.0,50.0,56.0,51.0,3.0,151.0,2.0,4.0,3.0,1825.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,2002.0,231.0,Quinton McCracken,Diamondbacks,31.0,231.0,123.0,400.0,349.0,0.309,108.0,70.0,27.0,8.0,3.0,60.0,40.0,32.0,0.0,68.0,2.0,5.0,4.0,1561.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,2002.0,228.59999999999997,Jon Garland,White Sox,22.0,0.0,33.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2002.0,Jon Garland,White Sox,22.0,228.59999999999997,12.0,12.0,4.58,98.0,2.2,33.0,33.0,1.0,1.0,0.0,0.0,192.2,188.0,109.0,23.0,83.0,1.0,9.0,0.0,112.0,827.0,3101.0
306,2002.0,228.59999999999997,Ryan Jensen,Giants,26.0,-3.0,32.0,66.0,56.0,0.107,6.0,4.0,2.0,0.0,0.0,5.0,2.0,0.0,0.0,18.0,1.0,0.0,0.0,195.0,2002.0,Ryan Jensen,Giants,26.0,231.59999999999997,13.0,8.0,4.51,86.0,1.1,32.0,30.0,1.0,0.0,0.0,0.0,171.2,183.0,93.0,21.0,66.0,4.0,5.0,0.0,105.0,744.0,2765.0
307,2002.0,228.0,Brandon Duckworth,Phillies,26.0,11.0,30.0,59.0,48.0,0.188,9.0,8.0,1.0,0.0,0.0,3.0,4.0,5.0,0.0,11.0,0.0,0.0,0.0,233.0,2002.0,Brandon Duckworth,Phillies,26.0,217.0,8.0,9.0,5.41,98.0,1.7,30.0,29.0,0.0,0.0,0.0,0.0,163.0,167.0,103.0,26.0,69.0,5.0,7.0,0.0,167.0,725.0,2889.0
308,0.0,227.29999999999995,Jose Jimenez,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002.0,Jose Jimenez,Rockies,28.0,227.29999999999995,2.0,10.0,3.56,29.0,1.1,74.0,0.0,0.0,0.0,41.0,6.0,73.1,76.0,34.0,7.0,11.0,4.0,3.0,0.0,47.0,307.0,1072.0
309,0.0,227.0,Kelvim Escobar,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002.0,Kelvim Escobar,Blue Jays,26.0,227.0,5.0,7.0,4.27,37.0,0.5,76.0,0.0,0.0,0.0,38.0,8.0,78.0,75.0,39.0,10.0,44.0,6.0,5.0,0.0,85.0,355.0,1305.0
310,2002.0,227.0,Pokey Reese,Pirates,29.0,227.0,119.0,475.0,421.0,0.264,111.0,82.0,25.0,0.0,4.0,46.0,50.0,41.0,4.0,81.0,3.0,12.0,1.0,1914.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,2002.0,226.0,Brent Butler,Rockies,24.0,226.0,113.0,367.0,344.0,0.259,89.0,58.0,18.0,4.0,9.0,55.0,42.0,10.0,3.0,40.0,5.0,2.0,6.0,1094.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,2002.0,226.0,Fernando Tatis,Expos,27.0,226.0,114.0,430.0,381.0,0.228,87.0,53.0,18.0,1.0,15.0,43.0,55.0,35.0,1.0,90.0,8.0,2.0,2.0,1680.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,2002.0,224.0,Mike Lamb,Rangers,26.0,224.0,115.0,355.0,314.0,0.28300000000000003,89.0,67.0,13.0,0.0,9.0,54.0,33.0,33.0,5.0,48.0,3.0,0.0,0.0,1409.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,2002.0,224.0,Ryan Dempster,- - -,25.0,-2.0,35.0,75.0,63.0,0.127,8.0,6.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,20.0,0.0,0.0,0.0,231.0,2002.0,Ryan Dempster,- - -,25.0,226.0,10.0,13.0,5.38,125.0,1.4,33.0,33.0,4.0,0.0,0.0,0.0,209.0,228.0,127.0,28.0,93.0,2.0,10.0,0.0,153.0,915.0,3348.0
315,2002.0,224.0,Desi Relaford,Mariners,28.0,224.0,112.0,376.0,329.0,0.267,88.0,67.0,13.0,2.0,6.0,55.0,43.0,33.0,2.0,51.0,6.0,10.0,3.0,1333.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,2002.0,224.0,Doug Glanville,Phillies,31.0,224.0,138.0,460.0,422.0,0.249,105.0,80.0,16.0,3.0,6.0,49.0,29.0,25.0,4.0,57.0,2.0,19.0,2.0,1628.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,2002.0,224.0,Kazuhisa Ishii,Dodgers,28.0,-11.0,28.0,56.0,50.0,0.1,5.0,5.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,21.0,0.0,0.0,0.0,195.0,2002.0,Kazuhisa Ishii,Dodgers,28.0,235.0,14.0,10.0,4.27,73.0,0.6,28.0,28.0,0.0,0.0,0.0,0.0,154.0,137.0,82.0,20.0,106.0,3.0,4.0,0.0,143.0,692.0,2713.0
318,2002.0,223.0,Alex Sanchez,Brewers,25.0,223.0,112.0,435.0,394.0,0.289,114.0,96.0,10.0,7.0,1.0,55.0,33.0,31.0,0.0,62.0,2.0,37.0,14.0,1447.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,2002.0,223.0,Mike DeJean,Brewers,31.0,-1.0,68.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2002.0,Mike DeJean,Brewers,31.0,224.0,1.0,5.0,3.12,26.0,0.4,68.0,0.0,0.0,0.0,27.0,3.0,75.0,66.0,28.0,7.0,39.0,8.0,2.0,0.0,65.0,326.0,1206.0
320,2002.0,222.59999999999997,Andy Ashby,Dodgers,34.0,-1.0,30.0,56.0,48.0,0.125,6.0,5.0,0.0,0.0,1.0,5.0,4.0,2.0,0.0,23.0,0.0,0.0,0.0,207.0,2002.0,Andy Ashby,Dodgers,34.0,223.59999999999997,9.0,13.0,3.91,79.0,1.8,30.0,30.0,0.0,0.0,0.0,0.0,181.2,179.0,85.0,20.0,65.0,3.0,8.0,0.0,107.0,771.0,2739.0
321,2002.0,222.0,Ramon Hernandez,Athletics,26.0,222.0,136.0,457.0,403.0,0.233,94.0,67.0,20.0,0.0,7.0,51.0,42.0,43.0,1.0,64.0,5.0,0.0,0.0,1684.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,2002.0,222.0,Chris Woodward,Blue Jays,26.0,222.0,90.0,350.0,312.0,0.276,86.0,56.0,13.0,4.0,13.0,48.0,45.0,26.0,0.0,72.0,3.0,3.0,0.0,1367.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,2002.0,221.0,Scott Stewart,Expos,26.0,-2.0,67.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,2002.0,Scott Stewart,Expos,26.0,223.0,4.0,2.0,3.09,22.0,1.5,67.0,0.0,0.0,0.0,17.0,2.0,64.0,49.0,29.0,4.0,22.0,5.0,1.0,0.0,67.0,264.0,987.0
324,2002.0,219.29999999999995,Jason Simontacchi,Cardinals,28.0,6.0,25.0,56.0,50.0,0.24,12.0,12.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,15.0,0.0,0.0,0.0,186.0,2002.0,Jason Simontacchi,Cardinals,28.0,213.29999999999995,11.0,5.0,4.02,64.0,0.7,24.0,24.0,0.0,0.0,0.0,0.0,143.1,134.0,68.0,18.0,54.0,4.0,6.0,0.0,72.0,600.0,2184.0
325,2002.0,219.0,Brent Abernathy,Devil Rays,24.0,219.0,117.0,504.0,463.0,0.242,112.0,88.0,18.0,4.0,2.0,46.0,40.0,25.0,0.0,46.0,6.0,10.0,4.0,1732.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,2002.0,217.0,Travis Fryman,Indians,33.0,217.0,118.0,439.0,397.0,0.217,86.0,58.0,14.0,3.0,11.0,42.0,55.0,40.0,1.0,82.0,2.0,0.0,0.0,1802.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327,2002.0,216.0,Tsuyoshi Shinjo,Giants,30.0,216.0,118.0,398.0,362.0,0.238,86.0,59.0,15.0,3.0,9.0,42.0,37.0,24.0,2.0,46.0,6.0,5.0,0.0,1419.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,2002.0,215.29999999999995,Luis Vizcaino,Brewers,27.0,-2.0,76.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,2002.0,Luis Vizcaino,Brewers,27.0,217.29999999999995,5.0,3.0,2.99,27.0,1.5,76.0,0.0,0.0,0.0,5.0,1.0,81.1,55.0,27.0,6.0,30.0,4.0,3.0,2.0,79.0,326.0,1280.0
329,2002.0,215.0,Milton Bradley,Indians,24.0,215.0,98.0,358.0,325.0,0.249,81.0,51.0,18.0,3.0,9.0,48.0,38.0,32.0,2.0,58.0,0.0,6.0,3.0,1335.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,2002.0,215.0,Josh Phelps,Blue Jays,24.0,215.0,74.0,287.0,265.0,0.309,82.0,46.0,20.0,1.0,15.0,41.0,58.0,19.0,0.0,82.0,3.0,0.0,0.0,1056.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,2002.0,215.0,Craig Wilson,Pirates,25.0,215.0,131.0,424.0,368.0,0.264,97.0,64.0,16.0,1.0,16.0,48.0,57.0,32.0,0.0,116.0,21.0,2.0,3.0,1670.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,2002.0,213.0,Bengie Molina,Angels,27.0,213.0,122.0,459.0,428.0,0.245,105.0,82.0,18.0,0.0,5.0,34.0,47.0,15.0,3.0,34.0,4.0,0.0,0.0,1421.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,2002.0,213.0,Ramon Vazquez,Padres,25.0,213.0,128.0,474.0,423.0,0.274,116.0,88.0,21.0,5.0,2.0,50.0,32.0,45.0,3.0,79.0,1.0,7.0,2.0,1859.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
