Rank,Season_bat,Total_Points,Name_bat,Team_bat,Age_bat,Points_bat,G_bat,PA_bat,AB_bat,AVG_bat,H_bat,1B_bat,2B_bat,3B_bat,HR_bat,R_bat,RBI_bat,BB_bat,IBB_bat,SO_bat,HBP_bat,SB_bat,CS_bat,Pitches_bat,Season_pit,Name_pit,Team_pit,Age_pit,Points_pit,W_pit,L_pit,ERA_pit,ER_pit,WAR_pit,G_pit,GS_pit,CG_pit,ShO_pit,SV_pit,BS_pit,IP_pit,H_pit,R_pit,HR_pit,BB_pit,IBB_pit,HBP_pit,BK_pit,SO_pit,TBF_pit,Pitches_pit
582,2003.0,86.0,Matt Williams,Diamondbacks,37.0,86.0,44.0,156.0,134.0,0.246,33.0,20.0,9.0,0.0,4.0,17.0,16.0,16.0,1.0,26.0,2.0,0.0,0.0,565.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
583,2003.0,86.0,Todd Pratt,Phillies,36.0,86.0,43.0,156.0,125.0,0.272,34.0,19.0,10.0,1.0,4.0,16.0,20.0,22.0,0.0,38.0,6.0,0.0,0.0,654.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
584,2003.0,86.0,Brandon Duckworth,Phillies,27.0,5.0,24.0,30.0,27.0,0.185,5.0,5.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,5.0,0.0,0.0,0.0,117.0,2003.0,Brandon Duckworth,Phillies,27.0,81.0,4.0,7.0,4.94,51.0,0.5,24.0,18.0,0.0,0.0,0.0,0.0,93.0,98.0,58.0,12.0,44.0,3.0,10.0,0.0,68.0,424.0,1672.0
585,2003.0,85.29999999999995,Mike Maroth,Tigers,25.0,2.0,33.0,4.0,2.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,2003.0,Mike Maroth,Tigers,25.0,83.29999999999995,9.0,21.0,5.73,123.0,0.4,33.0,33.0,1.0,0.0,0.0,0.0,193.1,231.0,131.0,34.0,50.0,2.0,8.0,0.0,87.0,847.0,3124.0
586,2003.0,85.0,Jhonny Peralta,Indians,21.0,85.0,77.0,270.0,242.0,0.227,55.0,40.0,10.0,1.0,4.0,24.0,21.0,20.0,0.0,65.0,4.0,1.0,3.0,1054.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
587,0.0,85.0,Travis Harper,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003.0,Travis Harper,Devil Rays,27.0,85.0,4.0,8.0,3.77,39.0,0.7,61.0,0.0,0.0,0.0,1.0,5.0,93.0,86.0,45.0,9.0,31.0,8.0,6.0,0.0,64.0,388.0,1388.0
588,0.0,83.30000000000003,Doug Waechter,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003.0,Doug Waechter,Devil Rays,22.0,83.30000000000003,3.0,2.0,3.31,13.0,0.6,6.0,5.0,1.0,1.0,0.0,0.0,35.1,29.0,13.0,4.0,15.0,0.0,1.0,0.0,29.0,145.0,543.0
589,2003.0,83.0,Enrique Wilson,Yankees,29.0,83.0,63.0,147.0,135.0,0.23,31.0,19.0,9.0,0.0,3.0,18.0,15.0,7.0,0.0,14.0,2.0,3.0,1.0,490.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
590,2003.0,82.60000000000002,Kevin Appier,- - -,35.0,-4.0,23.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,22.0,2003.0,Kevin Appier,- - -,35.0,86.60000000000002,8.0,9.0,5.4,67.0,0.1,23.0,23.0,0.0,0.0,0.0,0.0,111.2,120.0,69.0,21.0,43.0,4.0,8.0,1.0,55.0,499.0,2006.0
591,2003.0,82.30000000000003,Pedro Feliciano,Mets,26.0,0.0,23.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,17.0,2003.0,Pedro Feliciano,Mets,26.0,82.30000000000003,0.0,0.0,3.35,18.0,0.2,23.0,0.0,0.0,0.0,0.0,0.0,48.1,52.0,21.0,5.0,21.0,3.0,3.0,1.0,43.0,218.0,787.0
592,2003.0,82.0,Carlos Febles,Royals,27.0,82.0,74.0,219.0,196.0,0.235,46.0,41.0,5.0,0.0,0.0,31.0,11.0,13.0,0.0,30.0,5.0,8.0,2.0,836.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
593,2003.0,82.0,Jeremy Bonderman,Tigers,20.0,-2.0,33.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,2003.0,Jeremy Bonderman,Tigers,20.0,84.0,6.0,19.0,5.56,100.0,1.3,33.0,28.0,0.0,0.0,0.0,0.0,162.0,193.0,118.0,23.0,58.0,2.0,4.0,2.0,108.0,727.0,2567.0
594,0.0,81.29999999999995,Jeff Weaver,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003.0,Jeff Weaver,Yankees,26.0,81.29999999999995,7.0,9.0,5.99,106.0,2.2,32.0,24.0,0.0,0.0,0.0,0.0,159.1,211.0,113.0,16.0,47.0,2.0,11.0,0.0,93.0,735.0,2669.0
595,2003.0,81.0,Kevin Mench,Rangers,25.0,81.0,38.0,139.0,125.0,0.32,40.0,26.0,12.0,0.0,2.0,15.0,11.0,10.0,0.0,17.0,3.0,1.0,1.0,523.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
596,2003.0,81.0,Rob Bell,Devil Rays,26.0,-1.0,19.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,2003.0,Rob Bell,Devil Rays,26.0,82.0,5.0,4.0,5.52,62.0,0.1,19.0,18.0,0.0,0.0,0.0,0.0,101.0,103.0,64.0,15.0,39.0,1.0,5.0,0.0,44.0,440.0,1590.0
597,2003.0,81.0,Mike Kinkade,Dodgers,30.0,81.0,88.0,191.0,162.0,0.21600000000000005,35.0,23.0,7.0,0.0,5.0,25.0,14.0,13.0,2.0,38.0,16.0,1.0,3.0,702.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
598,0.0,80.60000000000002,Mike Koplove,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003.0,Mike Koplove,Diamondbacks,26.0,80.60000000000002,3.0,0.0,2.15,9.0,0.4,31.0,0.0,0.0,0.0,0.0,1.0,37.2,31.0,11.0,3.0,10.0,1.0,5.0,0.0,27.0,157.0,583.0
599,2003.0,80.29999999999998,Andy Good,Diamondbacks,23.0,-2.0,16.0,20.0,16.0,0.125,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,62.0,2003.0,Andy Good,Diamondbacks,23.0,82.29999999999998,4.0,2.0,5.29,39.0,0.1,16.0,10.0,0.0,0.0,0.0,0.0,66.1,74.0,42.0,15.0,16.0,3.0,3.0,0.0,42.0,289.0,1027.0
600,2003.0,80.0,Lew Ford,Twins,26.0,80.0,34.0,83.0,73.0,0.329,24.0,13.0,7.0,1.0,3.0,16.0,15.0,8.0,0.0,9.0,1.0,2.0,0.0,317.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
601,2003.0,80.0,Jose Acevedo,Reds,25.0,-5.0,5.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,29.0,2003.0,Jose Acevedo,Reds,25.0,85.0,2.0,0.0,2.67,8.0,0.6,5.0,4.0,1.0,0.0,0.0,0.0,27.0,17.0,8.0,3.0,6.0,1.0,1.0,0.0,23.0,103.0,373.0
602,0.0,79.30000000000003,Ricardo Rincon,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003.0,Ricardo Rincon,Athletics,33.0,79.30000000000003,8.0,4.0,3.25,20.0,0.3,64.0,0.0,0.0,0.0,0.0,3.0,55.1,45.0,21.0,4.0,32.0,4.0,3.0,0.0,40.0,241.0,912.0
603,2003.0,79.0,Dave Hansen,Padres,34.0,79.0,110.0,159.0,135.0,0.244,33.0,26.0,4.0,1.0,2.0,13.0,15.0,23.0,3.0,25.0,1.0,1.0,0.0,663.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
604,2003.0,79.0,Mark Grace,Diamondbacks,39.0,79.0,66.0,155.0,135.0,0.2,27.0,19.0,5.0,0.0,3.0,13.0,16.0,16.0,2.0,15.0,0.0,0.0,0.0,545.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
605,2003.0,79.0,Kris Benson,Pirates,28.0,-8.0,18.0,37.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,112.0,2003.0,Kris Benson,Pirates,28.0,87.0,5.0,9.0,4.97,58.0,1.2,18.0,18.0,0.0,0.0,0.0,0.0,105.0,127.0,67.0,14.0,36.0,4.0,1.0,0.0,68.0,475.0,1737.0
606,2003.0,79.0,Chase Utley,Phillies,24.0,79.0,43.0,152.0,134.0,0.239,32.0,19.0,10.0,1.0,2.0,13.0,21.0,11.0,0.0,22.0,6.0,2.0,0.0,579.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
607,2003.0,79.0,Jung Bong,Braves,22.0,-1.0,44.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,19.0,2003.0,Jung Bong,Braves,22.0,80.0,6.0,2.0,5.05,32.0,-0.3,44.0,0.0,0.0,0.0,1.0,2.0,57.0,56.0,32.0,8.0,31.0,6.0,2.0,1.0,47.0,247.0,968.0
608,2003.0,78.0,Victor Martinez,Indians,24.0,78.0,49.0,174.0,159.0,0.289,46.0,41.0,4.0,0.0,1.0,15.0,16.0,13.0,0.0,21.0,1.0,1.0,1.0,620.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
609,0.0,78.0,Jack Cressend,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003.0,Jack Cressend,Indians,28.0,78.0,2.0,1.0,2.51,12.0,0.9,33.0,0.0,0.0,0.0,0.0,1.0,43.0,40.0,12.0,1.0,9.0,1.0,2.0,0.0,28.0,174.0,646.0
610,0.0,78.0,Rafael Betancourt,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003.0,Rafael Betancourt,Indians,28.0,78.0,2.0,2.0,2.13,9.0,0.4,33.0,0.0,0.0,0.0,1.0,2.0,38.0,27.0,11.0,5.0,13.0,2.0,1.0,0.0,36.0,154.0,589.0
611,0.0,77.30000000000003,Chad Fox,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003.0,Chad Fox,- - -,32.0,77.30000000000003,3.0,3.0,3.12,15.0,0.4,38.0,0.0,0.0,0.0,3.0,2.0,43.1,35.0,16.0,3.0,31.0,4.0,1.0,0.0,46.0,198.0,773.0
612,2003.0,77.0,Felipe Lopez,Reds,23.0,77.0,59.0,229.0,197.0,0.213,42.0,31.0,7.0,2.0,2.0,28.0,13.0,28.0,1.0,59.0,1.0,8.0,5.0,928.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
613,2003.0,77.0,Quinton McCracken,Diamondbacks,32.0,77.0,115.0,226.0,203.0,0.227,46.0,39.0,5.0,2.0,0.0,17.0,18.0,15.0,2.0,34.0,0.0,5.0,1.0,770.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
614,2003.0,77.0,John McDonald,Indians,28.0,77.0,82.0,233.0,214.0,0.215,46.0,35.0,9.0,1.0,1.0,21.0,14.0,11.0,0.0,31.0,2.0,3.0,3.0,774.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
615,2003.0,77.0,Michael Ryan,Twins,25.0,77.0,27.0,68.0,61.0,0.393,24.0,12.0,7.0,0.0,5.0,13.0,13.0,6.0,0.0,12.0,0.0,2.0,1.0,245.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
616,0.0,77.0,Mike Williams,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003.0,Mike Williams,- - -,34.0,77.0,1.0,7.0,6.14,43.0,-0.6,68.0,0.0,0.0,0.0,28.0,7.0,63.0,66.0,44.0,5.0,41.0,6.0,4.0,0.0,39.0,299.0,1132.0
617,0.0,75.60000000000002,Trever Miller,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003.0,Trever Miller,Blue Jays,30.0,75.60000000000002,2.0,2.0,4.61,27.0,0.0,79.0,0.0,0.0,0.0,3.0,1.0,52.2,46.0,30.0,7.0,28.0,3.0,5.0,0.0,44.0,233.0,880.0
618,2003.0,75.30000000000003,Kiko Calero,Cardinals,28.0,3.0,26.0,4.0,4.0,0.25,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2003.0,Kiko Calero,Cardinals,28.0,72.30000000000003,1.0,1.0,2.82,12.0,0.5,26.0,1.0,0.0,0.0,1.0,3.0,38.1,29.0,12.0,5.0,20.0,2.0,1.0,1.0,51.0,162.0,670.0
619,0.0,75.0,Arthur Rhodes,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003.0,Arthur Rhodes,Mariners,33.0,75.0,3.0,3.0,4.17,25.0,0.9,67.0,0.0,0.0,0.0,3.0,3.0,54.0,53.0,25.0,4.0,18.0,2.0,1.0,0.0,48.0,228.0,880.0
620,2003.0,75.0,Tim Laker,Indians,33.0,75.0,52.0,176.0,162.0,0.241,39.0,25.0,11.0,0.0,3.0,17.0,21.0,9.0,1.0,38.0,0.0,2.0,2.0,641.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
621,2003.0,75.0,Geronimo Gil,Orioles,27.0,75.0,54.0,186.0,169.0,0.237,40.0,33.0,4.0,0.0,3.0,22.0,16.0,12.0,0.0,34.0,3.0,0.0,0.0,736.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
622,2003.0,75.0,Jason Bay,- - -,24.0,75.0,30.0,107.0,87.0,0.287,25.0,13.0,7.0,1.0,4.0,15.0,14.0,19.0,0.0,29.0,1.0,3.0,1.0,445.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
623,2003.0,75.0,Paul Bako,Cubs,31.0,75.0,70.0,213.0,188.0,0.229,43.0,27.0,13.0,3.0,0.0,19.0,17.0,22.0,3.0,47.0,1.0,0.0,1.0,798.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
624,2003.0,74.0,Jared Sandberg,Devil Rays,25.0,74.0,55.0,156.0,136.0,0.213,29.0,12.0,10.0,1.0,6.0,15.0,23.0,16.0,1.0,52.0,2.0,0.0,0.0,630.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
625,0.0,74.0,Kelly Wunsch,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003.0,Kelly Wunsch,White Sox,30.0,74.0,0.0,0.0,2.75,11.0,0.2,43.0,0.0,0.0,0.0,0.0,0.0,36.0,17.0,13.0,1.0,25.0,4.0,7.0,0.0,33.0,160.0,627.0
626,2003.0,74.0,Bobby Estalella,Rockies,28.0,74.0,46.0,165.0,140.0,0.2,28.0,14.0,7.0,0.0,7.0,17.0,21.0,19.0,0.0,55.0,1.0,2.0,0.0,692.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
627,0.0,74.0,Erasmo Ramirez,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003.0,Erasmo Ramirez,Rangers,27.0,74.0,3.0,1.0,3.86,21.0,0.5,34.0,0.0,0.0,0.0,0.0,1.0,49.0,46.0,21.0,4.0,9.0,0.0,4.0,0.0,28.0,200.0,744.0
628,2003.0,73.60000000000002,Gabe White,- - -,31.0,-2.0,46.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,2003.0,Gabe White,- - -,31.0,75.60000000000002,5.0,1.0,4.05,21.0,0.4,46.0,0.0,0.0,0.0,0.0,2.0,46.2,44.0,22.0,7.0,8.0,4.0,2.0,0.0,29.0,190.0,691.0
629,2003.0,73.60000000000002,Trey Hodges,Braves,25.0,-4.0,52.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,27.0,2003.0,Trey Hodges,Braves,25.0,77.60000000000002,3.0,3.0,4.66,34.0,-0.1,52.0,1.0,0.0,0.0,0.0,2.0,65.2,69.0,38.0,11.0,31.0,7.0,3.0,0.0,66.0,296.0,1144.0
630,2003.0,73.30000000000003,Kent Mercker,- - -,35.0,-1.0,67.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2003.0,Kent Mercker,- - -,35.0,74.30000000000003,0.0,2.0,1.95,12.0,0.1,67.0,0.0,0.0,0.0,1.0,4.0,55.1,46.0,16.0,6.0,32.0,4.0,0.0,1.0,48.0,242.0,991.0
631,0.0,73.29999999999998,Aaron Fultz,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003.0,Aaron Fultz,Rangers,29.0,73.29999999999998,1.0,3.0,5.21,39.0,0.2,64.0,0.0,0.0,0.0,0.0,0.0,67.1,75.0,43.0,9.0,27.0,7.0,2.0,1.0,53.0,296.0,1152.0
632,2003.0,73.0,John Riedling,Reds,27.0,-2.0,55.0,19.0,18.0,0.222,4.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,64.0,2003.0,John Riedling,Reds,27.0,75.0,2.0,3.0,4.9,55.0,1.1,55.0,8.0,0.0,0.0,1.0,3.0,101.0,107.0,61.0,7.0,47.0,0.0,3.0,1.0,65.0,455.0,1666.0
633,2003.0,73.0,Dan Wheeler,Mets,25.0,0.0,35.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2003.0,Dan Wheeler,Mets,25.0,73.0,1.0,3.0,3.71,21.0,0.2,35.0,0.0,0.0,0.0,2.0,1.0,51.0,49.0,23.0,6.0,17.0,4.0,1.0,0.0,35.0,215.0,730.0
634,2003.0,73.0,Ron Coomer,Dodgers,36.0,73.0,69.0,137.0,125.0,0.24,30.0,22.0,4.0,0.0,4.0,11.0,15.0,10.0,2.0,19.0,1.0,0.0,0.0,473.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
635,2003.0,73.0,Omar Infante,Tigers,21.0,73.0,69.0,244.0,221.0,0.222,49.0,42.0,6.0,1.0,0.0,24.0,8.0,18.0,0.0,37.0,0.0,6.0,3.0,950.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
636,0.0,72.0,Rick White,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003.0,Rick White,- - -,34.0,72.0,1.0,2.0,5.78,43.0,-0.2,49.0,0.0,0.0,0.0,1.0,0.0,67.0,74.0,48.0,13.0,21.0,2.0,4.0,0.0,54.0,293.0,1080.0
637,2003.0,72.0,John Flaherty,Yankees,35.0,72.0,40.0,116.0,105.0,0.267,28.0,16.0,8.0,0.0,4.0,16.0,14.0,4.0,1.0,19.0,1.0,0.0,0.0,381.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
638,2003.0,72.0,Adam Melhuse,Athletics,31.0,72.0,40.0,86.0,77.0,0.299,23.0,11.0,7.0,0.0,5.0,13.0,14.0,9.0,0.0,19.0,0.0,0.0,0.0,330.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
639,0.0,71.30000000000003,Jason Boyd,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003.0,Jason Boyd,Indians,30.0,71.30000000000003,3.0,1.0,4.3,25.0,0.1,44.0,0.0,0.0,0.0,0.0,1.0,52.1,38.0,25.0,4.0,26.0,1.0,3.0,0.0,31.0,221.0,848.0
640,0.0,71.30000000000003,Rick Bauer,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003.0,Rick Bauer,Orioles,26.0,71.30000000000003,0.0,0.0,4.55,31.0,0.5,35.0,0.0,0.0,0.0,0.0,1.0,61.1,58.0,36.0,5.0,24.0,3.0,4.0,0.0,43.0,259.0,986.0
641,0.0,71.30000000000003,Dan Plesac,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003.0,Dan Plesac,Phillies,41.0,71.30000000000003,2.0,1.0,2.7,10.0,0.7,58.0,0.0,0.0,0.0,2.0,2.0,33.1,29.0,12.0,3.0,11.0,1.0,1.0,0.0,37.0,141.0,565.0
642,2003.0,71.30000000000003,Kirk Saarloos,Astros,24.0,2.0,36.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0,2003.0,Kirk Saarloos,Astros,24.0,69.30000000000001,2.0,1.0,4.93,27.0,0.6,36.0,4.0,0.0,0.0,0.0,0.0,49.1,55.0,31.0,4.0,17.0,3.0,3.0,0.0,43.0,218.0,837.0
643,2003.0,71.0,Ray Olmedo,Reds,22.0,71.0,79.0,250.0,230.0,0.239,55.0,48.0,6.0,1.0,0.0,24.0,17.0,13.0,0.0,46.0,0.0,1.0,1.0,856.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,0.0,70.60000000000002,Kris Wilson,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003.0,Kris Wilson,Royals,26.0,70.60000000000002,6.0,3.0,5.33,43.0,0.1,29.0,4.0,0.0,0.0,0.0,1.0,72.2,92.0,49.0,13.0,16.0,3.0,6.0,1.0,42.0,328.0,1167.0
