Rank,Season_bat,Total_Points,Name_bat,Team_bat,Age_bat,Points_bat,G_bat,PA_bat,AB_bat,AVG_bat,H_bat,1B_bat,2B_bat,3B_bat,HR_bat,R_bat,RBI_bat,BB_bat,IBB_bat,SO_bat,HBP_bat,SB_bat,CS_bat,Pitches_bat,Season_pit,Name_pit,Team_pit,Age_pit,Points_pit,W_pit,L_pit,ERA_pit,ER_pit,WAR_pit,G_pit,GS_pit,CG_pit,ShO_pit,SV_pit,BS_pit,IP_pit,H_pit,R_pit,HR_pit,BB_pit,IBB_pit,HBP_pit,BK_pit,SO_pit,TBF_pit,Pitches_pit
606,2000.0,4.0,Curtis Pride,Red Sox,31.0,4.0,9.0,21.0,20.0,0.25,5.0,4.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
607,2000.0,4.0,Brian Boehringer,Padres,30.0,4.0,7.0,5.0,4.0,0.25,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,Brian Boehringer,Padres,30.0,0.0,0.0,3.0,5.74,10.0,-0.2,7.0,3.0,0.0,0.0,0.0,0.0,15.2,18.0,15.0,4.0,10.0,0.0,0.0,0.0,9.0,74.0,0.0
608,2000.0,4.0,Mike Kinkade,- - -,27.0,4.0,5.0,10.0,9.0,0.333,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
609,2000.0,4.0,Gabe Alvarez,- - -,26.0,4.0,12.0,17.0,14.0,0.14300000000000002,2.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
610,2000.0,4.0,Jose Lima,Astros,27.0,4.0,33.0,69.0,60.0,0.16699999999999998,10.0,8.0,2.0,0.0,0.0,6.0,2.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,2000.0,Jose Lima,Astros,27.0,0.0,7.0,16.0,6.65,145.0,-0.1,33.0,33.0,0.0,0.0,0.0,0.0,196.1,251.0,152.0,48.0,68.0,3.0,2.0,0.0,124.0,895.0,0.0
611,2000.0,4.0,Jarrod Washburn,Angels,25.0,4.0,14.0,6.0,3.0,0.333,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,Jarrod Washburn,Angels,25.0,0.0,7.0,2.0,3.74,35.0,0.3,14.0,14.0,0.0,0.0,0.0,0.0,84.1,64.0,38.0,16.0,37.0,0.0,1.0,0.0,49.0,340.0,0.0
612,2000.0,4.0,Eric Cammack,Mets,24.0,4.0,8.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,Eric Cammack,Mets,24.0,0.0,0.0,0.0,6.3,7.0,-0.1,8.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,7.0,1.0,10.0,1.0,1.0,0.0,9.0,48.0,0.0
613,2000.0,4.0,Miguel del Toro,Giants,28.0,4.0,9.0,2.0,2.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,Miguel del Toro,Giants,28.0,0.0,2.0,0.0,5.19,10.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,17.1,17.0,10.0,3.0,6.0,2.0,2.0,0.0,16.0,77.0,0.0
614,2000.0,3.0,Tarrik Brock,Cubs,26.0,3.0,13.0,16.0,12.0,0.16699999999999998,2.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
615,2000.0,3.0,Jimmy Anderson,Pirates,24.0,3.0,27.0,54.0,50.0,0.14,7.0,6.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,2000.0,Jimmy Anderson,Pirates,24.0,0.0,5.0,11.0,5.25,84.0,1.8,27.0,26.0,1.0,0.0,0.0,0.0,144.0,169.0,94.0,13.0,58.0,2.0,7.0,0.0,73.0,648.0,0.0
616,2000.0,3.0,Carlos Casimiro,Orioles,23.0,3.0,2.0,8.0,8.0,0.125,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
617,2000.0,3.0,Dave Roberts,Indians,28.0,3.0,19.0,13.0,10.0,0.2,2.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
618,2000.0,3.0,DeWayne Wise,Blue Jays,22.0,3.0,28.0,24.0,22.0,0.136,3.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
619,2000.0,3.0,A.J. Hinch,Athletics,26.0,3.0,6.0,9.0,8.0,0.25,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
620,2000.0,3.0,Jesse Garcia,Orioles,26.0,3.0,14.0,19.0,17.0,0.059,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
621,2000.0,3.0,Ricky Bones,Marlins,31.0,3.0,56.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,Ricky Bones,Marlins,31.0,0.0,2.0,3.0,4.54,39.0,0.9,56.0,0.0,0.0,0.0,0.0,0.0,77.1,94.0,43.0,6.0,27.0,8.0,3.0,1.0,59.0,352.0,0.0
622,2000.0,3.0,McKay Christensen,White Sox,24.0,3.0,32.0,22.0,19.0,0.105,2.0,2.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,6.0,1.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
623,2000.0,3.0,John McDonald,Indians,25.0,3.0,9.0,9.0,9.0,0.444,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
624,2000.0,3.0,Jeff Branson,Dodgers,33.0,3.0,18.0,18.0,17.0,0.235,4.0,3.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
625,2000.0,3.0,Paul Abbott,Mariners,32.0,3.0,35.0,6.0,5.0,0.4,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2000.0,Paul Abbott,Mariners,32.0,0.0,9.0,7.0,4.22,84.0,1.4,35.0,27.0,0.0,0.0,0.0,0.0,179.0,164.0,89.0,23.0,80.0,4.0,5.0,0.0,100.0,766.0,0.0
626,2000.0,3.0,Terry Mulholland,Braves,37.0,3.0,54.0,45.0,36.0,0.25,9.0,6.0,3.0,0.0,0.0,3.0,4.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,2000.0,Terry Mulholland,Braves,37.0,0.0,9.0,9.0,5.11,89.0,1.1,54.0,20.0,1.0,0.0,1.0,0.0,156.2,198.0,96.0,24.0,41.0,7.0,4.0,0.0,78.0,702.0,0.0
627,2000.0,3.0,Casey Blake,Twins,26.0,3.0,7.0,21.0,16.0,0.188,3.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
628,2000.0,3.0,Cliff Politte,Phillies,26.0,3.0,12.0,19.0,15.0,0.133,2.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,2000.0,Cliff Politte,Phillies,26.0,0.0,4.0,3.0,3.66,24.0,0.7,12.0,8.0,0.0,0.0,0.0,0.0,59.0,55.0,24.0,8.0,27.0,1.0,0.0,0.0,50.0,251.0,0.0
629,2000.0,3.0,Mike Morgan,Diamondbacks,40.0,3.0,60.0,17.0,16.0,0.438,7.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2000.0,Mike Morgan,Diamondbacks,40.0,0.0,5.0,5.0,4.87,55.0,0.7,60.0,4.0,0.0,0.0,5.0,0.0,101.2,123.0,55.0,10.0,40.0,5.0,1.0,0.0,56.0,448.0,0.0
630,2000.0,3.0,Pat Mahomes,Mets,29.0,3.0,53.0,20.0,17.0,0.235,4.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,2000.0,Pat Mahomes,Mets,29.0,0.0,5.0,3.0,5.46,57.0,-0.7,53.0,5.0,0.0,0.0,0.0,0.0,94.0,96.0,63.0,15.0,66.0,4.0,2.0,0.0,76.0,439.0,0.0
631,2000.0,3.0,Jon Lieber,Cubs,30.0,3.0,36.0,94.0,82.0,0.22,18.0,14.0,4.0,0.0,0.0,3.0,4.0,2.0,0.0,28.0,0.0,0.0,0.0,0.0,2000.0,Jon Lieber,Cubs,30.0,0.0,12.0,11.0,4.41,123.0,4.4,35.0,35.0,6.0,1.0,0.0,0.0,251.0,248.0,130.0,36.0,54.0,3.0,10.0,2.0,192.0,1047.0,0.0
632,2000.0,3.0,Phil Norton,Cubs,24.0,3.0,2.0,4.0,3.0,0.667,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,Phil Norton,Cubs,24.0,0.0,0.0,1.0,9.35,9.0,-0.4,2.0,2.0,0.0,0.0,0.0,0.0,8.2,14.0,10.0,5.0,7.0,0.0,0.0,0.0,6.0,47.0,0.0
633,2000.0,3.0,Brian Williams,Cubs,31.0,3.0,22.0,2.0,2.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,Brian Williams,- - -,31.0,0.0,1.0,1.0,7.23,34.0,-0.6,29.0,0.0,0.0,0.0,1.0,0.0,42.1,51.0,36.0,6.0,31.0,3.0,4.0,0.0,20.0,203.0,0.0
634,2000.0,3.0,Hiram Bocachica,Dodgers,24.0,3.0,8.0,10.0,10.0,0.3,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
635,2000.0,3.0,Tripp Cromer,Astros,32.0,3.0,9.0,10.0,8.0,0.125,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
636,2000.0,2.0,Alan Benes,Cardinals,28.0,2.0,30.0,4.0,4.0,0.5,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2000.0,Alan Benes,Cardinals,28.0,0.0,2.0,2.0,5.67,29.0,-0.2,30.0,0.0,0.0,0.0,0.0,0.0,46.0,54.0,33.0,7.0,23.0,2.0,2.0,0.0,26.0,214.0,0.0
637,2000.0,2.0,Anthony Sanders,Mariners,26.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
638,2000.0,2.0,Joe Mays,Twins,24.0,2.0,31.0,6.0,5.0,0.4,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2000.0,Joe Mays,Twins,24.0,0.0,7.0,15.0,5.56,99.0,1.9,31.0,28.0,2.0,1.0,0.0,0.0,160.1,193.0,105.0,20.0,67.0,1.0,2.0,0.0,102.0,723.0,0.0
639,2000.0,2.0,Mike Judd,Dodgers,25.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,Mike Judd,Dodgers,25.0,0.0,0.0,1.0,15.75,7.0,-0.1,1.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,2.0,3.0,0.0,1.0,0.0,5.0,20.0,0.0
640,2000.0,2.0,Mike Stanton,Yankees,33.0,2.0,69.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,Mike Stanton,Yankees,33.0,0.0,2.0,3.0,4.1,31.0,1.6,69.0,0.0,0.0,0.0,0.0,0.0,68.0,68.0,32.0,5.0,24.0,2.0,2.0,0.0,75.0,291.0,0.0
641,2000.0,2.0,T.J. Tucker,Expos,21.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,T.J. Tucker,Expos,21.0,0.0,0.0,1.0,11.57,9.0,-0.4,2.0,2.0,0.0,0.0,0.0,0.0,7.0,11.0,9.0,5.0,3.0,0.0,0.0,0.0,2.0,35.0,0.0
642,2000.0,2.0,Scott Karl,Rockies,28.0,2.0,17.0,18.0,14.0,0.28600000000000003,4.0,4.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0,0.0,2000.0,Scott Karl,- - -,28.0,0.0,4.0,5.0,7.42,72.0,0.0,23.0,13.0,0.0,0.0,0.0,0.0,87.1,126.0,77.0,16.0,45.0,3.0,3.0,0.0,38.0,424.0,0.0
643,2000.0,2.0,Jorge Velandia,- - -,25.0,2.0,33.0,34.0,31.0,0.097,3.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,2000.0,2.0,Willie Morales,Orioles,27.0,2.0,3.0,11.0,11.0,0.273,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
645,2000.0,2.0,Brian Powell,Astros,26.0,2.0,9.0,10.0,9.0,0.222,2.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,2000.0,Brian Powell,Astros,26.0,0.0,2.0,1.0,5.74,20.0,-0.3,9.0,5.0,0.0,0.0,0.0,0.0,31.1,34.0,21.0,8.0,13.0,0.0,1.0,0.0,14.0,140.0,0.0
646,2000.0,2.0,Xavier Nady,Padres,21.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
647,2000.0,2.0,Jose Parra,Pirates,27.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,Jose Parra,Pirates,27.0,0.0,0.0,1.0,6.94,9.0,-0.1,6.0,2.0,0.0,0.0,0.0,0.0,11.2,17.0,9.0,3.0,7.0,0.0,1.0,0.0,9.0,57.0,0.0
648,2000.0,2.0,Jason Grilli,Marlins,23.0,2.0,1.0,2.0,2.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,Jason Grilli,Marlins,23.0,0.0,1.0,0.0,5.4,4.0,0.1,1.0,1.0,0.0,0.0,0.0,0.0,6.2,11.0,4.0,0.0,2.0,0.0,2.0,0.0,3.0,35.0,0.0
649,2000.0,2.0,Scott Schoeneweis,Angels,26.0,2.0,27.0,3.0,3.0,0.333,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,Scott Schoeneweis,Angels,26.0,0.0,7.0,10.0,5.45,103.0,1.7,27.0,27.0,1.0,1.0,0.0,0.0,170.0,183.0,112.0,21.0,67.0,2.0,6.0,3.0,78.0,742.0,0.0
650,2000.0,2.0,Pedro Feliz,Giants,25.0,2.0,8.0,7.0,7.0,0.28600000000000003,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
651,2000.0,2.0,David Lamb,Mets,25.0,2.0,7.0,6.0,5.0,0.2,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
652,2000.0,2.0,Jamie Brewington,Indians,28.0,2.0,26.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,Jamie Brewington,Indians,28.0,0.0,3.0,0.0,5.36,27.0,0.5,26.0,0.0,0.0,0.0,0.0,0.0,45.1,56.0,28.0,3.0,19.0,0.0,2.0,0.0,34.0,205.0,0.0
653,2000.0,2.0,Ron Mahay,Marlins,29.0,2.0,18.0,4.0,4.0,0.5,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2000.0,Ron Mahay,- - -,29.0,0.0,1.0,1.0,7.19,33.0,-0.5,23.0,2.0,0.0,0.0,0.0,0.0,41.1,57.0,35.0,10.0,25.0,1.0,0.0,0.0,32.0,199.0,0.0
654,2000.0,2.0,Ryan Minor,Orioles,26.0,2.0,32.0,88.0,84.0,0.131,11.0,10.0,1.0,0.0,0.0,4.0,3.0,3.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
655,2000.0,2.0,Seth Etherton,Angels,23.0,2.0,11.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,Seth Etherton,Angels,23.0,0.0,5.0,1.0,5.52,37.0,-0.3,11.0,11.0,0.0,0.0,0.0,0.0,60.1,68.0,38.0,16.0,22.0,0.0,1.0,0.0,32.0,270.0,0.0
656,2000.0,2.0,Chris Peters,Pirates,28.0,2.0,18.0,6.0,6.0,0.16699999999999998,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2000.0,Chris Peters,Pirates,28.0,0.0,0.0,1.0,2.86,9.0,0.1,18.0,0.0,0.0,0.0,1.0,0.0,28.1,23.0,9.0,2.0,14.0,2.0,1.0,0.0,16.0,121.0,0.0
657,2000.0,2.0,Freddy Garcia,Mariners,23.0,2.0,21.0,6.0,3.0,0.667,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,Freddy Garcia,Mariners,23.0,0.0,9.0,5.0,3.91,54.0,1.0,21.0,20.0,0.0,0.0,0.0,0.0,124.1,112.0,62.0,16.0,64.0,4.0,2.0,2.0,79.0,538.0,0.0
658,2000.0,2.0,Bryan Rekar,Devil Rays,28.0,2.0,30.0,3.0,3.0,0.333,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2000.0,Bryan Rekar,Devil Rays,28.0,0.0,7.0,10.0,4.41,85.0,2.8,30.0,27.0,2.0,0.0,0.0,0.0,173.1,200.0,92.0,22.0,39.0,0.0,4.0,0.0,95.0,743.0,0.0
659,2000.0,1.0,Ramon Martinez,Red Sox,32.0,1.0,27.0,5.0,5.0,0.2,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2000.0,Ramon Martinez,Red Sox,32.0,0.0,10.0,8.0,6.13,87.0,0.9,27.0,27.0,0.0,0.0,0.0,0.0,127.2,143.0,94.0,16.0,67.0,3.0,9.0,0.0,89.0,590.0,0.0
660,2000.0,1.0,Larry Luebbers,Reds,30.0,1.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,Larry Luebbers,Reds,30.0,0.0,0.0,2.0,6.2,14.0,0.2,14.0,1.0,0.0,0.0,1.0,0.0,20.1,27.0,15.0,1.0,12.0,2.0,0.0,0.0,9.0,94.0,0.0
661,2000.0,1.0,Morgan Ensberg,Astros,24.0,1.0,4.0,7.0,7.0,0.28600000000000003,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
662,2000.0,1.0,Chad Mottola,Blue Jays,28.0,1.0,3.0,10.0,9.0,0.222,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
663,2000.0,1.0,Andy Sheets,Red Sox,28.0,1.0,12.0,21.0,21.0,0.095,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
664,2000.0,1.0,Kent Bottenfield,- - -,31.0,1.0,29.0,20.0,17.0,0.118,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2000.0,Kent Bottenfield,- - -,31.0,0.0,8.0,10.0,5.4,103.0,0.9,29.0,29.0,1.0,1.0,0.0,0.0,171.2,185.0,106.0,30.0,77.0,4.0,3.0,0.0,106.0,765.0,0.0
665,2000.0,1.0,Brandon Kolb,Padres,26.0,1.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,Brandon Kolb,Padres,26.0,0.0,0.0,1.0,4.5,7.0,0.1,11.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,8.0,0.0,11.0,1.0,0.0,0.0,12.0,66.0,0.0
666,2000.0,1.0,T.J. Mathews,Athletics,30.0,1.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,T.J. Mathews,Athletics,30.0,0.0,2.0,3.0,6.03,40.0,-0.1,50.0,0.0,0.0,0.0,0.0,0.0,59.2,73.0,40.0,10.0,25.0,5.0,2.0,0.0,42.0,273.0,0.0
667,2000.0,1.0,Elmer Dessens,Reds,29.0,1.0,40.0,48.0,40.0,0.1,4.0,4.0,0.0,0.0,0.0,6.0,0.0,7.0,0.0,16.0,0.0,0.0,0.0,0.0,2000.0,Elmer Dessens,Reds,29.0,0.0,11.0,5.0,4.28,70.0,3.0,40.0,16.0,1.0,0.0,1.0,0.0,147.1,170.0,73.0,10.0,43.0,7.0,3.0,0.0,85.0,640.0,0.0
668,2000.0,1.0,Mike James,Cardinals,32.0,1.0,52.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,Mike James,Cardinals,32.0,0.0,2.0,2.0,3.16,18.0,0.1,51.0,0.0,0.0,0.0,2.0,0.0,51.1,40.0,22.0,7.0,24.0,2.0,3.0,0.0,41.0,213.0,0.0
